,level_0,index,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,index_Red,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,Wins_Red,Losses_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,index_Blue,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,Wins_Blue,Losses_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
540,540,1397,jennifer maia,manon fiorot,Blue,False,Women's Flyweight,0,3,0,3,0,6.26,0.41,0.0,1.17,0.42,3,0,7,0,0,0,1,2,0,0,3,1.0,170.18,165.1,125,1,0,0,4.35,0.38,0.1,0.42,0.27,2,4,24,1,0,0,3,0,1,0,4,1.0,162.56,162.56,125,33,32,U-DEC,900.0,513.0,0.39,0.28,4.35,4.52,0.56,0.59,0.42,0.08,0.0,14.95,125.0,64.0,64.0,34.0,21.0,-10.0,4.0,0.2,11.0,0.55,5.0,0.25,287.0,0.53,0.39,4.48,3.19,0.49,0.61,1.23,0.56,0.0,14.95,124.5,67.0,65.0,35.0,12.0,-1.0,6.0,0.43,5.0,0.36,3.0,0.21
541,541,1400,alexander volkov,tom aspinall,Blue,False,Heavyweight,1,5,0,4,0,8.07,0.67,1.6,3.27,1.0,4,0,5,2,0,0,0,3,1,0,4,1.0,195.58,198.12,256,0,1,0,5.13,0.57,0.2,0.45,0.63,4,3,36,0,0,1,3,4,0,0,8,1.0,200.66,203.2,250,33,28,SUB,225.0,919.0,0.57,0.67,4.97,2.99,0.54,0.72,0.61,0.24,0.24,12.95,254.5,79.0,80.0,36.0,38.0,-11.0,24.0,0.63,10.0,0.26,4.0,0.11,52.0,0.67,1.0,8.07,2.89,0.65,1.0,3.27,1.63,4.09,2.03,255.0,77.0,78.0,31.0,15.0,-3.0,12.0,0.8,0.0,0.0,3.0,0.2
542,542,1404,molly mccann,luana carolina,Red,False,Women's Flyweight,0,3,0,2,0,4.81,0.5,0.6,0.34,0.37,2,1,13,0,0,1,3,0,0,0,4,1.0,167.64,175.26,125,0,1,0,5.39,0.49,0.5,1.84,0.36,3,3,20,0,0,0,4,0,0,0,4,1.0,162.56,157.48,115,31,28,KO/TKO,712.0,537.0,0.5,0.37,5.39,4.72,0.63,0.39,1.84,0.54,0.22,10.63,121.7,64.0,62.0,34.0,14.0,-7.0,6.0,0.43,7.0,0.5,1.0,0.07,139.0,0.51,0.38,4.81,3.54,0.51,0.74,0.34,0.56,0.11,13.32,136.2,66.0,69.0,31.0,11.0,-4.0,3.0,0.27,7.0,0.64,1.0,0.09
543,543,1405,jai herbert,ilia topuria,Blue,False,Lightweight,1,3,0,3,0,4.4,0.46,1.3,1.92,0.56,3,0,5,1,0,0,1,2,0,0,3,1.0,170.18,175.26,145,0,1,0,3.16,0.42,0.0,0.5,0.23,1,2,6,0,0,0,0,1,0,0,1,1.0,185.42,195.58,155,33,25,KO/TKO,367.0,369.0,0.42,0.23,3.16,3.37,0.52,0.59,0.5,0.0,0.67,11.25,167.1,73.0,77.0,36.0,13.0,-5.0,9.0,0.69,3.0,0.23,1.0,0.08,875.0,0.47,0.61,4.69,3.84,0.64,0.93,2.02,1.1,1.1,10.23,145.0,67.0,69.0,28.0,16.0,0.0,6.0,0.38,2.0,0.13,8.0,0.5
544,544,1413,marlon moraes,song yadong,Blue,False,Bantamweight,1,3,0,2,1,4.49,0.43,0.2,0.66,0.4,4,1,21,0,0,1,2,3,1,0,7,1.0,172.72,170.18,135,3,0,0,3.37,0.4,0.3,0.87,0.41,4,5,20,1,0,2,0,2,1,0,5,1.0,167.64,170.18,135,33,24,KO/TKO,126.0,568.0,0.41,0.42,3.37,4.53,0.54,0.46,0.87,0.35,0.87,7.83,136.0,66.0,67.0,35.0,23.0,-10.0,10.0,0.43,7.0,0.3,6.0,0.26,942.0,0.44,0.4,4.49,3.96,0.56,0.72,0.66,0.17,0.58,12.93,148.0,68.0,67.0,27.0,21.0,-8.0,9.0,0.43,9.0,0.43,3.0,0.14
545,545,1417,alex pereira,bruno silva,Red,False,Middleweight,1,3,0,3,0,4.12,0.49,0.0,0.93,0.27,3,0,5,0,0,0,0,3,0,0,3,1.0,182.88,187.96,185,0,1,0,5.23,0.63,0.3,0.17,1.0,1,0,2,5,0,0,0,1,0,0,1,1.0,193.04,200.66,205,34,32,U-DEC,900.0,674.0,0.63,1.0,5.46,3.44,0.55,0.7,0.14,0.28,0.99,10.63,205.0,76.0,79.0,37.0,12.0,-2.0,10.0,0.83,2.0,0.17,0.0,0.0,802.0,0.49,0.25,3.54,4.08,0.52,0.6,1.92,0.19,1.15,9.78,126.0,64.0,65.0,34.0,14.0,-6.0,6.0,0.43,4.0,0.29,4.0,0.29
546,546,1426,colby covington,jorge masvidal,Red,False,Welterweight,1,5,2,0,0,4.05,0.47,0.3,1.38,0.59,4,9,72,3,0,1,8,7,1,0,17,1.0,180.34,187.96,170,1,0,0,3.88,0.38,0.2,3.79,0.44,7,3,48,4,0,0,6,3,2,0,11,1.0,180.34,182.88,170,34,37,U-DEC,1500.0,182.0,0.38,0.43,3.81,3.09,0.55,0.69,3.64,0.16,0.05,16.95,171.0,71.0,72.0,36.0,17.0,-5.0,4.0,0.24,9.0,0.53,4.0,0.24,530.0,0.48,0.59,4.05,3.05,0.64,0.73,1.38,0.32,0.43,13.58,171.0,71.0,74.0,38.0,35.0,-17.0,16.0,0.46,17.0,0.49,2.0,0.06
547,547,1427,rafael dos anjos,renato moicano,Red,False,Catch Weight,1,3,0,2,0,4.38,0.48,0.6,1.89,0.45,3,4,24,0,0,2,1,0,5,0,8,1.0,180.34,182.88,155,0,1,0,3.48,0.47,0.6,1.95,0.35,5,11,91,4,0,1,10,4,4,0,19,0.0,172.72,177.8,170,37,32,U-DEC,1500.0,228.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,32.0,-17.0,5.0,0.16,16.0,0.5,11.0,0.34,563.0,0.49,0.44,4.36,3.55,0.61,0.71,1.82,0.55,0.09,9.15,155.0,71.0,72.0,35.0,20.0,-6.0,2.0,0.1,8.0,0.4,10.0,0.5
548,548,1428,edson barboza,bryce mitchell,Blue,False,Featherweight,1,3,0,5,0,2.3,0.58,1.6,3.45,0.41,5,0,13,0,1,0,3,0,1,0,5,0.0,177.8,177.8,145,1,0,0,4.11,0.44,0.1,0.45,0.5,4,10,67,0,1,1,6,8,0,0,16,1.0,180.34,190.5,145,36,27,U-DEC,900.0,64.0,0.44,0.5,4.11,4.65,0.56,0.73,0.45,0.08,0.66,12.2,145.5,71.0,75.0,39.0,24.0,-12.0,14.0,0.61,8.0,0.35,1.0,0.04,561.0,0.6,0.43,2.31,1.53,0.6,0.33,3.39,1.43,0.13,11.52,146.0,70.0,70.0,30.0,17.0,-3.0,1.0,0.06,7.0,0.41,9.0,0.53
549,549,1431,jalin turner,jamie mullarkey,Red,False,Lightweight,1,3,0,2,0,4.39,0.46,0.1,2.31,0.34,2,2,9,0,0,0,0,2,0,0,2,1.0,182.88,187.96,155,0,3,0,5.6,0.48,1.1,0.79,0.55,3,2,11,0,0,0,0,3,2,0,5,0.0,190.5,195.58,155,26,27,KO/TKO,346.0,886.0,0.49,0.56,5.6,4.57,0.42,0.74,0.79,1.11,1.27,7.28,155.5,75.0,77.0,29.0,14.0,-8.0,10.0,0.71,0.0,0.0,4.0,0.29,579.0,0.47,0.34,4.39,4.53,0.54,0.79,2.31,0.14,0.29,9.43,171.9,72.0,74.0,29.0,17.0,-8.0,10.0,0.63,3.0,0.19,3.0,0.19
550,550,1432,marina rodriguez,yan xiaonan,Red,False,Women's Strawweight,0,3,1,0,0,4.97,0.44,0.0,1.0,0.73,6,1,20,1,0,0,6,0,0,0,6,1.0,165.1,160.02,115,0,3,2,4.82,0.47,0.2,0.23,0.42,3,1,28,0,0,0,4,2,0,0,6,1.0,167.64,165.1,115,34,32,S-DEC,900.0,742.0,0.47,0.5,4.64,3.04,0.56,0.63,0.28,0.21,0.14,14.17,115.5,66.0,65.0,37.0,17.0,-5.0,6.0,0.38,9.0,0.56,1.0,0.06,945.0,0.45,0.73,4.99,3.44,0.6,0.63,0.92,0.0,0.17,15.03,116.0,65.0,63.0,35.0,19.0,-4.0,8.0,0.42,10.0,0.53,1.0,0.05
551,551,1433,nicolae negumereanu,kennedy nzechukwu,Red,False,Light Heavyweight,1,3,1,0,0,5.13,0.45,0.2,0.6,0.45,3,2,16,0,0,1,1,3,0,0,5,0.0,195.58,210.82,205,0,2,0,3.58,0.41,0.0,1.02,0.28,2,1,7,0,0,1,0,1,0,0,2,1.0,182.88,198.12,205,27,29,S-DEC,900.0,600.0,0.41,0.29,3.58,5.56,0.39,0.63,1.02,0.0,0.0,9.77,206.0,72.5,78.0,28.0,13.0,-2.0,8.0,0.62,2.0,0.15,3.0,0.23,625.0,0.47,0.45,5.37,4.89,0.51,0.81,0.56,0.22,0.45,8.95,236.5,77.0,83.0,32.0,14.0,-5.0,10.0,0.71,3.0,0.21,1.0,0.07
552,552,1436,tim elliott,tagir ulanbekov,Red,False,Flyweight,1,3,0,2,0,3.22,0.45,2.1,3.71,0.46,2,0,6,0,0,1,1,0,0,0,2,0.0,170.18,177.8,125,1,0,0,3.39,0.44,1.0,3.73,0.47,2,10,42,1,0,0,5,0,1,0,6,0.0,170.18,167.64,125,35,30,U-DEC,900.0,256.0,0.45,0.47,3.39,2.66,0.57,0.59,3.73,1.04,0.12,12.25,136.0,67.0,66.0,38.0,21.0,-13.0,3.0,0.14,11.0,0.52,7.0,0.33,889.0,0.47,0.47,3.13,3.2,0.49,0.64,3.56,1.68,0.21,11.93,125.5,67.0,70.0,33.0,16.0,-2.0,1.0,0.07,7.0,0.47,7.0,0.47
553,553,1438,dustin jacoby,michal oleksiejczuk,Red,False,Light Heavyweight,1,3,0,2,0,5.08,0.5,0.0,1.08,0.43,2,2,12,0,0,1,0,3,0,0,4,0.0,182.88,187.96,185,0,5,1,5.5,0.47,0.0,0.36,0.25,3,2,20,0,0,0,3,2,0,0,5,1.0,190.5,193.04,205,33,27,U-DEC,900.0,397.0,0.48,0.25,5.33,4.05,0.58,0.63,0.33,0.0,0.5,10.63,205.5,75.0,76.0,36.0,20.0,-9.0,13.0,0.65,6.0,0.3,1.0,0.05,635.0,0.51,0.44,5.08,4.61,0.59,0.48,1.08,0.0,1.08,6.47,197.8,72.0,74.0,29.0,19.0,-9.0,14.0,0.74,4.0,0.21,1.0,0.05
554,554,1443,armen petrosyan,gregory rodrigues,Red,False,Middleweight,1,3,0,2,0,5.52,0.56,0.4,2.74,0.41,2,1,6,0,0,0,1,1,0,0,2,1.0,190.5,190.5,185,0,1,0,5.69,0.52,0.0,0.22,0.33,1,0,1,0,0,0,0,1,0,0,1,1.0,190.5,180.34,185,31,30,S-DEC,900.0,680.0,0.53,0.33,5.95,3.36,0.53,0.32,0.19,0.0,0.19,11.3,186.0,75.0,71.0,34.0,9.0,-4.0,6.0,0.67,3.0,0.33,0.0,0.0,739.0,0.53,0.38,5.6,4.95,0.51,0.89,2.31,0.31,0.92,8.87,185.0,75.0,75.0,32.0,16.0,-6.0,10.0,0.63,3.0,0.19,3.0,0.19
555,555,1454,joaquin buckley,abdul razak alhassan,Red,False,Middleweight,1,3,0,1,0,3.62,0.49,0.2,0.88,0.38,3,4,15,0,0,0,0,5,0,0,5,1.0,177.8,185.42,185,0,1,0,4.25,0.36,0.0,1.69,0.44,2,2,11,0,0,0,0,3,0,0,3,0.0,177.8,193.04,170,27,36,S-DEC,900.0,120.0,0.37,0.45,4.22,3.13,0.59,0.74,1.78,0.09,0.84,10.65,171.0,70.0,76.0,30.0,21.0,-6.0,15.0,0.71,6.0,0.29,0.0,0.0,17.0,0.5,0.33,3.64,4.01,0.55,0.52,0.84,0.17,1.85,5.97,185.5,70.0,73.0,39.0,12.0,-7.0,12.0,1.0,0.0,0.0,0.0,0.0
556,556,1463,derrick lewis,tai tuivasa,Blue,False,Heavyweight,1,3,0,4,0,3.77,0.46,0.0,0.0,0.0,4,3,17,0,0,0,1,6,0,0,7,0.0,187.96,190.5,264,0,1,0,2.48,0.5,0.0,0.57,0.26,6,6,52,2,0,2,2,13,0,0,17,1.0,190.5,200.66,260,37,28,KO/TKO,400.0,482.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,28.0,-12.0,23.0,0.82,4.0,0.14,1.0,0.04,881.0,0.47,0.0,3.77,5.18,0.44,0.58,0.0,0.0,1.04,7.23,265.0,74.0,75.0,31.0,15.0,-8.0,14.0,0.93,1.0,0.07,0.0,0.0
557,557,1465,alexander hernandez,renato moicano,Blue,False,Lightweight,1,3,0,1,0,4.38,0.48,0.6,1.89,0.45,3,4,22,0,0,2,1,0,4,0,7,1.0,180.34,182.88,155,0,1,0,4.33,0.41,0.1,1.06,0.31,2,3,16,0,0,0,2,3,0,0,5,1.0,175.26,182.88,145,29,32,SUB,383.0,371.0,0.41,0.29,4.43,4.61,0.57,0.72,0.95,0.11,0.42,10.2,156.0,69.0,72.0,32.0,15.0,-8.0,6.0,0.4,7.0,0.47,2.0,0.13,563.0,0.49,0.44,4.36,3.55,0.61,0.71,1.82,0.55,0.09,9.15,155.0,71.0,72.0,35.0,20.0,-6.0,2.0,0.1,8.0,0.4,10.0,0.5
558,558,1472,aj dobson,jacob malkoun,Blue,False,Middleweight,1,3,0,1,0,3.86,0.56,0.4,6.62,0.42,1,1,4,0,0,0,1,0,0,0,1,1.0,175.26,185.42,185,0,1,0,4.29,0.46,0.3,1.67,0.75,1,0,1,0,0,0,0,0,1,0,1,1.0,185.42,193.04,185,30,26,U-DEC,900.0,225.0,0.46,0.75,4.29,5.31,0.46,0.65,1.67,0.28,0.28,10.78,185.0,73.0,76.0,31.0,7.0,-3.0,3.0,0.43,2.0,0.29,2.0,0.29,518.0,0.56,0.42,3.86,2.48,0.53,0.2,6.62,0.43,0.0,10.03,198.4,69.0,73.0,28.0,8.0,-3.0,3.0,0.38,5.0,0.63,0.0,0.0
559,559,1476,jack hermansson,sean strickland,Blue,False,Middleweight,1,5,0,5,0,6.01,0.42,0.2,0.78,0.64,5,3,38,2,0,2,5,3,1,0,11,1.0,185.42,193.04,185,0,1,0,5.09,0.44,0.4,1.53,0.3,4,4,29,0,0,0,3,3,3,0,9,1.0,185.42,195.58,185,33,30,S-DEC,1500.0,370.0,0.45,0.3,5.09,3.69,0.56,0.81,1.53,0.38,0.0,11.55,185.0,73.0,77.5,36.0,24.0,-8.0,11.0,0.46,7.0,0.29,6.0,0.25,842.0,0.43,0.64,5.95,4.57,0.61,0.76,0.73,0.16,0.24,16.05,185.0,73.0,76.0,33.0,29.0,-7.0,11.0,0.38,14.0,0.48,4.0,0.14
560,560,1478,shavkat rakhmonov,carlston harris,Red,False,Welterweight,1,3,0,2,0,3.18,0.49,0.8,1.97,0.29,2,0,2,0,0,0,0,1,1,0,2,1.0,182.88,193.04,170,0,2,0,4.12,0.61,1.8,1.49,0.29,2,0,3,0,0,0,0,0,2,0,2,1.0,185.42,195.58,170,27,34,KO/TKO,250.0,714.0,0.6,0.26,3.25,2.17,0.51,0.86,1.4,1.2,0.2,10.73,171.0,73.0,77.0,30.0,19.0,0.0,8.0,0.42,1.0,0.05,10.0,0.53,362.0,0.44,0.23,3.79,3.46,0.54,0.56,1.46,0.59,0.59,7.32,170.0,72.0,76.0,37.0,19.0,-7.0,5.0,0.26,8.0,0.42,6.0,0.32
561,561,1484,chidi njokuani,marc-andre barriault,Red,False,Middleweight,1,3,0,2,0,6.12,0.47,0.1,0.21,0.25,2,3,17,0,0,0,1,1,0,0,2,1.0,185.42,187.96,185,0,1,0,4.09,0.61,0.2,0.0,0.0,1,0,3,0,0,0,0,1,0,0,1,1.0,190.5,203.2,170,33,31,KO/TKO,16.0,611.0,0.64,0.0,4.59,2.67,0.56,0.74,0.0,0.17,0.52,9.7,170.0,75.0,80.0,35.0,24.0,-10.0,14.0,0.58,9.0,0.38,1.0,0.04,71.0,0.48,0.25,5.98,5.58,0.52,0.67,0.21,0.1,0.31,10.33,185.0,73.0,74.0,34.0,16.0,-9.0,10.0,0.63,5.0,0.31,1.0,0.06
562,562,1490,brandon moreno,deiveson figueiredo,Blue,True,Flyweight,1,5,1,0,1,3.09,0.55,1.8,1.44,0.42,5,2,28,5,0,1,1,4,3,0,9,1.0,165.1,172.72,125,0,4,2,3.8,0.43,0.5,1.73,0.45,3,2,32,5,0,1,2,1,3,0,7,1.0,170.18,177.8,125,28,34,U-DEC,1500.0,572.0,0.44,0.46,3.99,3.53,0.61,0.64,1.59,0.42,0.21,16.67,135.0,67.0,70.0,30.0,22.0,-8.0,5.0,0.23,6.0,0.27,11.0,0.5,283.0,0.54,0.35,2.91,3.55,0.5,0.6,1.62,1.43,0.78,12.83,135.0,65.0,68.0,37.0,24.0,-4.0,9.0,0.38,6.0,0.25,9.0,0.38
563,563,1491,michel pereira,andre fialho,Red,False,Welterweight,1,3,0,0,0,3.02,0.39,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,187.96,170,0,3,0,5.09,0.54,0.6,1.58,0.55,3,2,16,0,0,0,2,1,1,0,4,1.0,185.42,185.42,170,28,27,U-DEC,900.0,673.0,0.54,0.52,4.46,4.23,0.53,0.77,1.27,0.81,0.35,10.83,185.5,73.0,73.0,31.0,31.0,-12.0,11.0,0.37,10.0,0.33,9.0,0.3,282.0,0.42,1.0,3.3,6.26,0.46,0.67,0.25,0.0,0.49,8.73,169.5,72.0,74.0,29.0,16.0,-8.0,13.0,0.81,2.0,0.13,1.0,0.06
564,564,1492,cody stamann,said nurmagomedov,Blue,False,Bantamweight,1,3,0,1,0,3.54,0.47,1.2,1.03,0.16,2,1,8,0,0,1,0,2,0,0,3,1.0,172.72,177.8,135,2,0,1,4.39,0.47,0.0,2.34,0.39,3,3,26,0,0,2,3,0,0,0,5,1.0,167.64,162.56,135,32,29,SUB,47.0,833.0,0.47,0.37,4.32,3.91,0.6,0.76,2.17,0.0,0.17,11.98,135.5,66.5,64.5,35.0,21.0,-8.0,7.0,0.33,12.0,0.57,2.0,0.1,622.0,0.48,0.15,3.38,2.25,0.56,0.62,1.01,1.18,0.17,8.92,135.5,68.0,70.0,32.0,18.0,-4.0,4.0,0.22,8.0,0.44,6.0,0.33
565,565,1493,michael morales,trevin giles,Red,False,Welterweight,1,3,1,0,0,2.97,0.53,0.3,1.27,0.55,3,3,22,0,0,1,1,3,0,0,5,1.0,182.88,187.96,170,0,1,0,5.17,0.48,0.0,1.66,0.45,1,0,3,0,0,0,1,0,0,0,1,1.0,182.88,200.66,170,22,29,KO/TKO,246.0,570.0,0.48,0.42,5.42,3.42,0.53,0.92,1.16,0.0,0.92,10.82,171.0,72.0,79.0,25.0,17.0,0.0,12.0,0.71,4.0,0.24,1.0,0.06,315.0,0.54,0.5,3.17,2.39,0.58,0.72,1.07,0.29,0.29,10.98,170.0,72.0,74.0,32.0,16.0,-7.0,6.0,0.38,5.0,0.31,5.0,0.31
566,566,1500,calvin kattar,giga chikadze,Red,False,Featherweight,1,5,0,7,0,3.92,0.42,0.2,0.21,0.33,7,1,20,0,0,2,2,3,0,0,7,1.0,182.88,187.96,145,1,0,0,4.76,0.39,0.1,0.39,0.29,2,3,26,0,0,0,2,4,0,0,6,1.0,180.34,182.88,145,33,33,U-DEC,1500.0,430.0,0.39,0.29,4.6,6.62,0.54,0.77,0.36,0.07,0.36,14.77,146.0,71.0,72.0,36.0,23.0,-9.0,11.0,0.48,10.0,0.43,2.0,0.09,155.0,0.42,0.33,3.92,3.5,0.61,0.7,0.21,0.21,0.62,13.25,146.0,72.0,74.0,36.0,15.0,-4.0,9.0,0.6,5.0,0.33,1.0,0.07
567,567,1507,court mcgee,ramiz brahimaj,Red,False,Welterweight,1,3,0,1,0,1.74,0.41,1.6,1.61,0.35,1,1,4,0,0,0,0,0,1,0,1,1.0,177.8,182.88,170,0,1,0,4.6,0.37,0.4,1.84,0.25,3,9,51,1,0,1,6,0,2,0,9,1.0,180.34,190.5,170,37,29,U-DEC,900.0,539.0,0.37,0.26,4.6,3.59,0.61,0.7,1.87,0.47,0.16,12.53,170.0,71.0,75.5,40.0,23.0,-13.0,5.0,0.22,11.0,0.48,7.0,0.3,108.0,0.45,0.36,2.26,4.04,0.44,0.44,1.51,1.51,0.3,8.27,170.2,70.0,72.0,32.0,11.0,-5.0,1.0,0.09,0.0,0.0,10.0,0.91
568,568,1510,derrick lewis,chris daukaus,Red,False,Heavyweight,1,5,0,4,0,6.05,0.5,0.0,0.0,0.0,4,0,5,0,0,0,0,4,0,0,4,1.0,190.5,193.04,205,1,0,0,2.48,0.5,0.0,0.57,0.26,6,6,51,2,0,2,2,12,0,0,16,1.0,190.5,200.66,260,36,32,KO/TKO,216.0,482.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,28.0,-12.0,23.0,0.82,4.0,0.14,1.0,0.04,202.0,0.5,0.0,6.05,4.64,0.55,1.0,0.0,0.0,3.54,3.18,205.0,75.0,76.0,33.0,12.0,-7.0,11.0,0.92,1.0,0.08,0.0,0.0
569,569,1511,stephen thompson,belal muhammad,Blue,False,Welterweight,1,3,0,5,0,4.39,0.43,0.2,2.28,0.39,5,3,39,1,0,1,7,1,1,0,10,1.0,180.34,182.88,170,1,0,1,4.11,0.46,0.0,0.26,0.41,7,5,51,2,0,0,6,5,0,0,11,1.0,182.88,190.5,170,38,33,U-DEC,900.0,870.0,0.46,0.42,4.11,3.02,0.55,0.63,0.25,0.0,0.49,14.5,171.0,72.0,75.0,42.0,17.0,-8.0,8.0,0.47,8.0,0.47,1.0,0.06,578.0,0.44,0.39,4.39,3.48,0.57,0.89,2.28,0.16,0.0,14.88,169.0,71.0,72.0,36.0,24.0,-3.0,5.0,0.21,18.0,0.75,1.0,0.04
570,570,1512,amanda lemos,angela hill,Red,False,Women's Strawweight,0,3,1,0,0,5.38,0.49,0.1,0.8,0.33,3,10,51,0,0,0,6,2,0,0,8,1.0,160.02,162.56,115,0,4,0,3.16,0.54,0.8,0.9,0.63,4,1,8,1,0,0,1,2,1,0,4,0.0,162.56,165.1,115,34,36,S-DEC,900.0,479.0,0.54,0.64,3.16,3.87,0.44,0.62,0.9,0.77,0.77,9.72,116.0,64.0,65.0,37.0,14.0,-4.0,8.0,0.57,3.0,0.21,3.0,0.21,375.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,18.0,-14.0,5.0,0.28,12.0,0.67,1.0,0.06
571,571,1514,diego ferreira,mateusz gamrot,Blue,False,Lightweight,1,3,0,2,0,3.23,0.5,0.1,5.25,0.35,2,1,6,0,0,0,0,1,1,0,2,0.0,177.8,177.8,155,2,0,0,5.04,0.39,0.6,0.96,0.3,6,4,26,0,0,0,3,3,2,0,8,1.0,175.26,187.96,155,36,31,KO/TKO,506.0,280.0,0.41,0.3,4.82,3.46,0.56,0.58,0.86,0.58,0.29,9.77,156.0,69.0,74.0,40.0,19.0,-6.0,5.0,0.26,7.0,0.37,7.0,0.37,305.0,0.51,0.35,3.23,3.22,0.59,0.91,5.25,0.12,0.12,12.3,156.0,70.0,70.5,34.0,24.0,-3.0,8.0,0.33,11.0,0.46,5.0,0.21
572,572,1515,cub swanson,darren elkins,Red,False,Featherweight,1,3,0,2,0,3.44,0.38,1.1,2.85,0.35,6,8,62,0,0,2,8,4,2,0,16,1.0,177.8,180.34,145,1,0,0,4.67,0.5,0.4,1.04,0.5,6,11,73,0,0,1,9,5,2,0,17,1.0,172.72,177.8,145,38,37,KO/TKO,132.0,848.0,0.51,0.5,4.79,4.0,0.59,0.64,1.01,0.39,0.39,11.68,146.0,68.0,70.0,41.0,30.0,-14.0,14.0,0.47,12.0,0.4,4.0,0.13,254.0,0.38,0.35,3.4,3.22,0.52,0.56,2.86,1.08,0.09,11.93,144.5,70.0,71.0,40.0,29.0,-11.0,9.0,0.31,15.0,0.52,5.0,0.17
573,573,1516,dustin stoltzfus,gerald meerschaert,Blue,False,Middleweight,1,3,0,2,0,3.18,0.45,1.6,2.17,0.38,2,6,26,0,0,0,0,1,7,0,8,0.0,185.42,195.58,185,2,0,0,3.51,0.44,1.0,2.45,0.41,1,2,7,0,0,0,0,1,0,0,1,1.0,182.88,190.5,185,30,34,SUB,778.0,840.0,0.45,0.41,3.47,3.29,0.47,0.46,2.31,1.15,0.38,8.67,185.5,72.0,75.0,33.0,16.0,-6.0,3.0,0.19,7.0,0.44,6.0,0.38,547.0,0.46,0.35,3.1,3.45,0.53,0.43,2.01,1.52,0.24,8.5,185.0,73.0,77.5,37.0,37.0,-18.0,6.0,0.16,2.0,0.05,29.0,0.78
574,574,1520,raquel pennington,macy chiasson,Red,False,Women's Featherweight,0,3,0,2,0,3.77,0.46,0.4,2.37,0.38,3,1,14,1,0,0,2,2,1,0,5,1.0,180.34,182.88,135,0,2,0,4.14,0.52,0.7,0.9,0.27,4,5,41,2,0,2,5,0,2,0,9,1.0,170.18,170.18,135,33,30,SUB,487.0,671.0,0.49,0.28,4.1,3.32,0.61,0.63,0.83,0.62,0.05,15.3,135.0,67.0,67.5,36.0,16.0,-10.0,1.0,0.06,11.0,0.69,4.0,0.25,153.0,0.46,0.39,3.77,2.79,0.44,0.7,2.37,0.42,0.28,9.78,135.5,71.0,72.0,33.0,11.0,-3.0,3.0,0.3,4.0,0.4,3.0,0.3
