,level_0,index,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,index_Red,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,Wins_Red,Losses_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,index_Blue,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,Wins_Blue,Losses_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
505,505,1276,eddie wineland,cody stamann,Blue,False,Bantamweight,1,3,3,0,1,4.35,0.47,0.0,2.22,0.37,3,4,27,0,0,2,3,0,0,0,5,1.0,167.64,162.56,135,2,0,0,3.4,0.29,0.1,0.34,0.33,4,11,49,3,0,1,2,8,0,0,11,1.0,170.18,175.26,135,37,32,KO/TKO,59.0,936.0,0.29,0.33,3.4,3.76,0.68,0.86,0.34,0.14,0.88,9.63,135.0,67.5,69.0,38.0,24.0,-16.0,15.0,0.63,5.0,0.21,4.0,0.17,833.0,0.47,0.37,4.32,3.91,0.6,0.76,2.17,0.0,0.17,11.98,135.5,66.5,64.5,35.0,21.0,-8.0,7.0,0.33,12.0,0.57,2.0,0.1
506,506,1280,valentina shevchenko,taila santos,Red,True,Women's Flyweight,0,5,0,4,0,3.39,0.48,1.1,2.0,0.76,4,1,16,0,0,0,4,0,1,0,5,1.0,167.64,172.72,125,0,8,0,3.28,0.52,0.4,2.56,0.63,8,2,46,10,0,1,4,4,2,0,11,0.0,165.1,167.64,125,34,28,S-DEC,1500.0,795.0,0.53,0.64,3.16,2.0,0.64,0.71,2.74,0.34,0.05,18.37,125.0,65.0,67.0,36.0,24.0,-4.0,8.0,0.33,9.0,0.38,7.0,0.29,778.0,0.48,0.76,3.39,2.64,0.58,0.86,2.0,1.13,0.38,14.98,133.2,66.0,68.0,30.0,19.0,-3.0,10.0,0.53,6.0,0.32,3.0,0.16
507,507,1282,andre fialho,jake matthews,Blue,False,Welterweight,1,3,1,0,0,3.38,0.44,0.6,1.56,0.41,3,5,37,0,0,1,4,1,4,0,10,1.0,180.34,185.42,170,0,2,0,3.3,0.41,0.0,0.25,1.0,2,1,5,0,0,0,0,2,0,0,2,1.0,182.88,187.96,170,28,27,KO/TKO,444.0,282.0,0.42,1.0,3.3,6.26,0.46,0.67,0.25,0.0,0.49,8.73,169.5,72.0,74.0,29.0,16.0,-8.0,13.0,0.81,2.0,0.13,1.0,0.06,533.0,0.44,0.41,3.45,2.63,0.61,0.68,1.46,0.55,0.3,11.73,170.5,71.5,73.0,30.0,21.0,-7.0,6.0,0.29,8.0,0.38,7.0,0.33
508,508,1285,maheshate,steve garcia,Red,False,Lightweight,1,3,0,1,0,5.0,0.56,0.6,1.27,0.4,1,1,6,0,0,0,0,2,0,0,2,0.0,182.88,190.5,145,0,1,0,3.9,0.28,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,182.88,180.34,155,22,30,KO/TKO,74.0,512.0,0.29,0.0,3.86,5.64,0.54,0.45,0.0,0.0,0.44,11.48,155.5,72.0,71.5,25.0,10.0,-4.0,4.0,0.4,5.0,0.5,1.0,0.1,311.0,0.57,0.4,5.04,2.34,0.46,0.89,1.17,0.58,2.63,5.13,145.5,72.0,75.0,32.0,17.0,-5.0,14.0,0.82,3.0,0.18,0.0,0.0
509,509,1286,brendan allen,jacob malkoun,Red,False,Middleweight,1,3,0,2,0,3.86,0.56,0.4,6.62,0.42,2,1,7,0,0,0,2,0,0,0,2,1.0,175.26,185.42,185,0,1,0,3.98,0.53,1.4,1.74,0.47,4,2,17,0,0,0,2,1,4,0,7,1.0,187.96,190.5,185,26,26,U-DEC,900.0,22.0,0.54,0.39,3.79,3.83,0.46,0.59,1.67,1.3,0.37,10.08,201.8,74.0,75.0,29.0,24.0,-6.0,5.0,0.21,5.0,0.21,14.0,0.58,518.0,0.56,0.42,3.86,2.48,0.53,0.2,6.62,0.43,0.0,10.03,198.4,69.0,73.0,28.0,8.0,-3.0,3.0,0.38,5.0,0.63,0.0,0.0
510,510,1291,dan ige,movsar evloev,Blue,False,Featherweight,1,3,0,5,0,4.43,0.48,0.2,4.75,0.46,5,0,15,0,0,1,4,0,0,0,5,1.0,170.18,182.88,145,2,0,0,3.7,0.45,0.3,0.99,0.26,6,4,34,0,0,2,2,2,2,0,8,1.0,170.18,180.34,145,30,28,U-DEC,900.0,392.0,0.46,0.27,3.66,3.5,0.57,0.58,0.99,0.25,0.49,12.78,146.0,67.0,71.0,33.0,18.0,-9.0,6.0,0.33,7.0,0.39,5.0,0.28,270.0,0.48,0.48,3.99,2.66,0.61,0.61,4.67,0.22,0.0,15.0,145.5,67.0,72.5,31.0,19.0,0.0,3.0,0.16,12.0,0.63,4.0,0.21
511,511,1305,santiago ponzinibbio,michel pereira,Blue,False,Welterweight,1,3,0,4,0,5.16,0.54,0.8,1.53,0.55,4,2,19,0,0,0,3,1,1,0,5,1.0,185.42,185.42,185,1,0,0,4.74,0.41,0.0,0.59,0.32,7,4,32,0,0,0,5,5,0,0,10,1.0,182.88,185.42,170,35,28,S-DEC,900.0,695.0,0.41,0.32,4.8,4.61,0.62,0.71,0.56,0.0,0.77,11.33,171.0,72.0,73.0,38.0,31.0,-8.0,17.0,0.55,8.0,0.26,6.0,0.19,673.0,0.54,0.52,4.46,4.23,0.53,0.77,1.27,0.81,0.35,10.83,185.5,73.0,73.0,31.0,31.0,-12.0,11.0,0.37,10.0,0.33,9.0,0.3
512,512,1307,polyana viana,tabatha ricci,Blue,False,Women's Strawweight,0,3,0,1,0,4.63,0.38,0.1,2.99,0.38,1,1,5,0,0,0,1,0,0,0,1,1.0,154.94,154.94,115,0,2,0,2.99,0.4,1.9,0.82,0.33,2,3,10,0,0,0,0,0,3,0,3,1.0,165.1,170.18,115,29,27,U-DEC,900.0,912.0,0.41,0.33,2.99,2.65,0.54,0.39,0.82,1.85,0.21,7.28,119.0,65.0,67.0,31.0,13.0,-7.0,5.0,0.38,0.0,0.0,8.0,0.62,732.0,0.36,0.38,4.18,5.29,0.58,0.82,2.74,0.12,0.0,13.37,115.5,61.0,61.0,29.0,11.0,-3.0,1.0,0.09,7.0,0.64,3.0,0.27
513,513,1308,eryk anders,junyong park,Blue,False,Middleweight,1,3,1,0,0,4.53,0.5,1.1,1.83,0.5,3,2,13,0,1,0,2,0,0,0,3,1.0,177.8,185.42,185,1,0,0,3.41,0.47,0.1,1.79,0.26,2,6,33,0,0,1,2,3,0,0,6,0.0,185.42,190.5,185,35,31,S-DEC,900.0,33.0,0.48,0.25,3.54,4.05,0.51,0.8,1.71,0.07,0.48,12.18,193.0,73.0,75.0,37.0,17.0,-8.0,10.0,0.59,6.0,0.35,1.0,0.06,654.0,0.52,0.47,4.77,3.42,0.54,0.58,1.85,0.92,0.12,11.8,185.5,70.0,73.0,34.0,18.0,-6.0,5.0,0.28,7.0,0.39,6.0,0.33
514,514,1310,jailton almeida,parker porter,Red,False,Heavyweight,1,3,0,3,0,6.55,0.5,0.5,1.35,0.26,3,1,10,0,0,0,3,0,0,0,3,1.0,182.88,190.5,265,0,2,0,2.46,0.64,2.6,6.85,0.59,2,0,3,0,0,0,0,1,1,0,2,1.0,190.5,200.66,205,30,37,SUB,275.0,26.0,0.66,0.6,2.62,0.89,0.42,0.6,6.58,2.41,0.0,6.83,235.0,75.0,79.0,33.0,22.0,-3.0,8.0,0.36,1.0,0.05,13.0,0.59,696.0,0.5,0.26,6.55,6.32,0.52,0.67,1.35,0.45,0.0,7.4,268.0,72.0,75.0,38.0,14.0,-9.0,6.0,0.43,5.0,0.36,3.0,0.21
515,515,1312,jonathan martinez,vince morales,Red,False,Bantamweight,1,3,0,2,0,4.17,0.37,0.0,0.14,0.25,2,4,17,0,0,0,2,1,0,0,3,1.0,175.26,177.8,135,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,0.0,172.72,177.8,135,28,31,U-DEC,900.0,525.0,0.5,0.36,4.44,4.09,0.57,0.68,0.38,0.08,0.68,13.32,135.8,68.0,70.0,30.0,19.0,-6.0,9.0,0.47,8.0,0.42,2.0,0.11,569.0,0.37,0.36,3.84,4.29,0.54,0.61,0.54,0.33,0.33,12.58,136.0,67.0,70.0,34.0,16.0,-9.0,7.0,0.44,4.0,0.25,5.0,0.31
516,516,1314,elise reed,sam hughes,Blue,False,Women's Strawweight,0,3,0,1,0,4.33,0.46,0.0,0.85,0.3,1,3,10,0,1,0,0,0,0,0,1,1.0,165.1,162.56,115,0,1,0,2.66,0.49,0.0,0.58,0.6,1,1,4,0,0,1,0,0,0,0,1,1.0,160.02,160.02,115,29,29,KO/TKO,832.0,721.0,0.53,0.6,3.5,3.15,0.53,0.57,0.49,0.0,0.16,11.5,115.0,63.0,63.0,32.0,8.0,-4.0,2.0,0.25,6.0,0.75,0.0,0.0,389.0,0.47,0.3,4.33,4.46,0.57,0.6,0.85,0.0,0.0,13.77,125.0,65.0,64.0,32.0,9.0,-6.0,2.0,0.25,3.0,0.38,3.0,0.38
517,517,1316,ryan spann,ion cutelaba,Red,False,Light Heavyweight,1,3,0,1,1,4.44,0.43,0.0,4.17,0.57,2,5,22,0,0,0,2,3,0,0,5,0.0,185.42,190.5,205,1,0,0,3.25,0.4,1.5,1.34,0.35,5,3,14,0,0,1,1,2,2,0,6,1.0,195.58,200.66,205,30,28,SUB,142.0,828.0,0.41,0.35,3.3,3.9,0.44,0.5,1.32,1.69,1.13,5.32,205.5,77.0,79.0,33.0,22.0,-10.0,6.0,0.27,3.0,0.14,13.0,0.59,192.0,0.43,0.52,4.29,3.34,0.47,0.75,4.04,0.0,0.22,8.08,216.0,73.0,75.0,31.0,18.0,-10.0,13.0,0.72,3.0,0.17,2.0,0.11
518,518,1323,virna jandiroba,angela hill,Red,False,Women's Strawweight,0,3,2,0,0,5.46,0.49,0.1,0.76,0.32,3,11,54,0,0,0,6,2,0,0,8,1.0,160.02,162.56,115,1,0,0,2.12,0.38,1.7,2.29,0.34,2,3,14,0,0,0,0,1,2,0,3,1.0,160.02,162.56,115,33,37,U-DEC,900.0,398.0,0.38,0.35,2.12,2.73,0.57,0.74,2.29,1.66,0.13,11.78,115.5,63.0,64.0,36.0,21.0,-3.0,1.0,0.05,5.0,0.25,14.0,0.7,375.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,18.0,-14.0,5.0,0.28,12.0,0.67,1.0,0.06
519,519,1324,tatsuro taira,carlos candelario,Red,False,Flyweight,1,3,1,0,0,3.97,0.46,0.3,2.28,0.36,1,1,6,0,0,0,1,0,0,0,1,0.0,172.72,172.72,125,0,0,0,3.56,0.65,2.1,2.35,0.47,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,177.8,125,22,30,U-DEC,900.0,856.0,0.6,0.44,2.99,2.69,0.47,0.45,2.73,1.64,0.36,11.8,125.5,67.0,70.0,25.0,16.0,-1.0,5.0,0.31,4.0,0.25,7.0,0.44,136.0,0.47,0.36,3.97,5.17,0.44,0.54,2.28,0.28,0.0,13.17,128.5,68.0,68.0,32.0,8.0,-3.0,2.0,0.25,3.0,0.38,3.0,0.38
520,520,1326,charles oliveira,justin gaethje,Red,False,Lightweight,1,5,0,1,0,6.78,0.59,0.0,0.11,0.25,4,3,22,2,0,0,1,5,0,0,6,1.0,180.34,177.8,155,0,10,0,3.39,0.53,2.8,2.17,0.4,10,8,56,3,0,0,2,3,15,0,20,1.0,177.8,187.96,155,32,33,SUB,202.0,637.0,0.55,0.4,3.4,3.21,0.49,0.56,2.25,2.66,0.46,7.63,155.6,70.0,74.0,35.0,35.0,-10.0,10.0,0.29,4.0,0.11,21.0,0.6,301.0,0.59,0.25,6.78,7.46,0.52,0.75,0.11,0.0,0.63,10.93,156.0,71.0,70.0,36.0,26.0,-5.0,20.0,0.8,4.0,0.16,1.0,0.04
521,521,1330,randy brown,khaos williams,Red,False,Welterweight,1,3,0,2,0,5.81,0.39,0.0,0.0,0.0,2,1,11,0,0,0,1,3,0,0,4,1.0,182.88,195.58,170,0,2,0,4.38,0.47,0.6,0.72,0.39,2,4,29,0,0,0,3,2,3,0,8,1.0,190.5,198.12,170,31,28,S-DEC,900.0,114.0,0.47,0.39,4.35,3.24,0.54,0.73,0.81,0.59,0.37,10.68,171.0,75.0,78.0,34.0,19.0,-6.0,7.0,0.37,7.0,0.37,5.0,0.26,934.0,0.38,0.0,5.36,5.19,0.44,0.6,0.0,0.0,0.9,9.27,169.5,72.0,77.0,30.0,15.0,-4.0,8.0,0.57,5.0,0.36,1.0,0.07
522,522,1332,macy chiasson,norma dumont,Red,False,Women's Featherweight,0,3,0,3,0,3.11,0.49,0.0,1.91,0.68,3,1,12,0,0,1,2,0,0,0,3,1.0,170.18,170.18,135,1,0,0,3.77,0.46,0.4,2.37,0.38,3,2,16,1,0,0,2,2,1,0,5,1.0,180.34,182.88,135,30,31,S-DEC,900.0,153.0,0.46,0.39,3.77,2.79,0.44,0.7,2.37,0.42,0.28,9.78,135.5,71.0,72.0,33.0,11.0,-3.0,3.0,0.3,4.0,0.4,3.0,0.3,239.0,0.5,0.57,3.86,2.16,0.66,0.72,1.72,0.0,0.2,14.85,136.0,67.0,67.0,34.0,12.0,-2.0,0.0,0.0,10.0,0.83,2.0,0.17
523,523,1333,brandon royval,matt schnell,Red,False,Flyweight,1,3,0,1,0,4.23,0.38,1.0,0.59,0.44,4,3,17,0,0,2,1,0,2,0,5,1.0,172.72,177.8,125,0,1,0,4.33,0.36,1.1,0.47,0.6,2,2,10,1,0,1,0,0,2,0,3,0.0,175.26,172.72,125,29,32,SUB,134.0,759.0,0.4,0.75,4.46,3.06,0.48,0.45,0.75,1.25,0.37,12.02,125.5,69.0,68.0,32.0,17.0,-7.0,4.0,0.24,4.0,0.24,9.0,0.53,788.0,0.39,0.4,4.39,4.64,0.56,0.5,0.56,0.99,0.14,7.6,135.0,68.0,70.0,35.0,16.0,-9.0,2.0,0.13,5.0,0.31,9.0,0.56
524,524,1338,ariane carnelossi,loopy godinez,Blue,False,Women's Strawweight,0,3,0,1,0,4.16,0.48,1.0,2.95,0.47,1,2,10,0,0,0,1,0,1,0,2,1.0,157.48,154.94,115,0,2,0,2.87,0.39,0.3,1.37,0.55,2,1,8,0,0,0,0,1,1,0,2,1.0,157.48,154.94,115,29,28,U-DEC,900.0,138.0,0.4,0.56,2.87,4.74,0.45,0.14,1.37,0.27,0.0,10.92,115.5,62.0,61.5,31.0,15.0,-3.0,9.0,0.64,3.0,0.21,2.0,0.14,319.0,0.48,0.48,4.16,3.69,0.63,0.81,2.95,1.01,0.09,13.57,115.5,62.0,61.0,31.0,12.0,-5.0,1.0,0.08,9.0,0.75,2.0,0.17
525,525,1339,journey newson,fernie garcia,Red,False,Bantamweight,1,3,0,1,0,2.04,0.34,0.6,0.28,0.5,1,0,1,0,0,0,0,1,0,0,1,1.0,170.18,170.18,135,2,0,0,2.64,0.32,0.3,0.56,0.16,0,2,5,0,0,0,0,0,0,0,0,1.0,165.1,170.18,135,33,30,U-DEC,900.0,606.0,0.33,0.17,2.64,2.57,0.65,0.44,0.56,0.28,0.28,8.9,135.5,65.0,67.5,34.0,10.0,-5.0,3.0,0.3,4.0,0.4,3.0,0.3,309.0,0.34,0.5,2.04,3.79,0.49,0.5,0.28,0.55,0.28,10.87,151.0,67.0,67.0,31.0,10.0,-5.0,3.0,0.3,6.0,0.6,1.0,0.1
526,526,1342,andre fili,joanderson brito,Blue,False,Featherweight,1,3,1,0,0,3.35,0.51,0.6,3.11,0.76,1,1,6,0,0,0,1,0,0,0,1,1.0,172.72,182.88,145,1,0,0,3.88,0.37,0.2,2.15,0.43,2,7,42,0,0,2,4,3,0,0,9,1.0,180.34,187.96,145,31,27,KO/TKO,41.0,285.0,0.38,0.44,3.88,4.11,0.51,0.7,2.15,0.25,0.37,10.62,157.0,71.0,74.0,34.0,24.0,-11.0,10.0,0.42,11.0,0.46,3.0,0.13,113.0,0.5,0.68,3.02,2.7,0.45,0.73,3.08,0.95,0.24,7.92,167.5,68.0,72.0,29.0,17.0,-4.0,8.0,0.47,2.0,0.12,7.0,0.41
527,527,1360,marcin prachnio,philipe lins,Blue,False,Light Heavyweight,1,3,2,0,0,3.8,0.49,0.0,1.65,0.33,0,2,4,0,0,0,0,0,0,0,0,1.0,187.96,198.12,205,0,2,0,5.57,0.54,0.0,0.15,0.2,2,3,8,0,0,0,1,1,0,0,2,1.0,190.5,187.96,205,33,36,U-DEC,900.0,697.0,0.54,0.2,5.57,3.24,0.54,0.54,0.15,0.0,0.15,10.27,218.2,75.0,74.0,36.0,17.0,-8.0,11.0,0.65,5.0,0.29,1.0,0.06,489.0,0.49,0.33,3.8,3.59,0.46,1.0,1.65,0.0,0.24,10.58,205.5,74.0,78.0,37.0,18.0,-5.0,9.0,0.5,5.0,0.28,4.0,0.22
528,528,1362,vicente luque,belal muhammad,Blue,False,Welterweight,1,5,0,6,0,4.39,0.43,0.2,2.28,0.39,6,3,42,1,0,1,8,1,1,0,11,1.0,180.34,182.88,170,0,4,0,5.07,0.52,0.6,1.0,0.53,6,3,32,0,0,1,0,8,5,0,14,1.0,180.34,190.5,170,30,33,U-DEC,1500.0,501.0,0.52,0.54,5.05,5.22,0.53,0.63,0.99,0.71,0.71,9.62,170.5,71.0,75.5,33.0,23.0,-10.0,11.0,0.48,3.0,0.13,9.0,0.39,578.0,0.44,0.39,4.39,3.48,0.57,0.89,2.28,0.16,0.0,14.88,169.0,71.0,72.0,36.0,24.0,-3.0,5.0,0.21,18.0,0.75,1.0,0.04
529,529,1372,chris barnett,martin buday,Blue,False,Heavyweight,1,3,0,1,0,4.84,0.53,0.2,0.21,0.25,1,0,1,0,0,0,0,1,0,0,1,1.0,193.04,195.58,265,0,1,0,4.41,0.48,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.0,175.26,190.5,265,35,30,U-DEC,698.0,70.0,0.47,0.0,4.21,6.53,0.39,0.33,0.0,0.0,0.39,7.6,264.0,69.0,75.0,38.0,23.0,-9.0,18.0,0.78,5.0,0.22,0.0,0.0,121.0,0.54,0.25,4.84,5.54,0.52,1.0,0.21,0.21,0.42,10.23,275.0,76.0,77.0,32.0,14.0,-2.0,7.0,0.5,5.0,0.36,2.0,0.14
530,530,1373,jordan leavitt,trey ogden,Red,False,Lightweight,1,3,0,0,0,3.07,0.48,0.8,2.04,0.3,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,182.88,155,0,1,0,2.55,0.61,1.1,2.19,0.25,2,1,7,0,0,0,0,1,2,0,3,0.0,175.26,180.34,155,26,32,S-DEC,900.0,474.0,0.61,0.25,2.55,1.84,0.57,0.3,2.19,1.09,0.27,6.87,168.0,69.0,71.0,28.0,11.0,-3.0,2.0,0.18,3.0,0.27,6.0,0.55,632.0,0.5,0.33,3.2,3.49,0.56,1.0,1.89,0.73,0.0,14.73,155.5,71.0,72.0,35.0,18.0,-7.0,0.0,0.0,7.0,0.39,11.0,0.61
531,531,1376,alexander volkanovski,chan sung jung,Red,True,Featherweight,1,5,0,1,0,3.93,0.41,0.6,0.7,0.44,3,5,34,1,0,0,1,4,2,0,7,1.0,170.18,182.88,145,0,10,0,6.16,0.56,0.2,1.78,0.37,10,0,33,8,0,1,6,3,0,0,10,1.0,167.64,180.34,145,33,35,KO/TKO,945.0,918.0,0.57,0.38,6.16,3.44,0.58,0.7,1.78,0.18,0.36,15.82,144.5,66.0,71.5,36.0,26.0,-4.0,13.0,0.52,9.0,0.36,3.0,0.12,419.0,0.41,0.44,3.93,4.52,0.52,0.73,0.7,0.61,0.43,12.33,162.6,67.0,72.0,36.0,17.0,-8.0,6.0,0.35,3.0,0.18,8.0,0.47
532,532,1380,vinc pichel,mark madsen,Blue,False,Lightweight,1,3,0,3,0,3.56,0.49,0.0,2.86,0.66,3,0,7,0,0,1,1,1,0,0,3,1.0,172.72,182.88,155,0,3,0,3.62,0.46,0.2,2.78,0.54,4,2,22,0,0,0,6,1,0,0,7,1.0,177.8,182.88,155,39,37,U-DEC,900.0,685.0,0.47,0.54,3.62,3.05,0.56,0.25,2.78,0.22,0.11,12.27,166.6,70.0,72.0,41.0,14.0,-4.0,8.0,0.57,6.0,0.43,0.0,0.0,506.0,0.49,0.67,3.56,3.97,0.52,0.63,2.86,0.0,0.0,10.5,154.6,68.0,72.0,39.0,12.0,-2.0,3.0,0.25,6.0,0.5,3.0,0.25
533,533,1387,julio arce,daniel santos,Red,False,Bantamweight,1,3,0,0,0,4.26,0.37,0.0,1.9,0.5,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,170.18,135,1,0,0,4.36,0.36,0.3,0.46,0.28,3,3,21,0,0,0,1,3,1,0,5,0.0,170.18,177.8,145,32,27,U-DEC,900.0,43.0,0.36,0.29,4.36,3.05,0.68,0.96,0.46,0.35,0.35,11.8,160.0,67.0,70.0,34.0,19.0,-6.0,6.0,0.3,9.0,0.45,5.0,0.25,783.0,0.37,0.5,4.26,5.12,0.51,0.73,1.9,0.0,0.38,13.15,135.0,67.0,67.0,29.0,12.0,-2.0,6.0,0.5,4.0,0.33,2.0,0.17
534,534,1388,curtis blaydes,chris daukaus,Red,False,Heavyweight,1,5,1,0,0,6.05,0.5,0.0,0.0,0.0,4,1,6,0,0,0,0,4,0,0,4,1.0,190.5,193.04,205,0,1,0,3.54,0.5,0.0,5.69,0.53,5,3,35,1,0,0,5,5,0,0,10,1.0,193.04,203.2,265,31,32,KO/TKO,317.0,93.0,0.5,0.53,3.54,1.91,0.59,0.32,5.69,0.0,0.18,8.6,256.0,76.0,80.0,34.0,18.0,-5.0,13.0,0.72,5.0,0.28,0.0,0.0,202.0,0.5,0.0,6.05,4.64,0.55,1.0,0.0,0.0,3.54,3.18,205.0,75.0,76.0,33.0,12.0,-7.0,11.0,0.92,1.0,0.08,0.0,0.0
535,535,1389,joanne wood,alexa grasso,Blue,False,Women's Flyweight,0,3,0,2,0,4.67,0.43,0.6,0.41,0.45,2,3,22,2,0,1,4,0,0,0,5,1.0,165.1,167.64,125,2,0,0,7.1,0.51,0.3,1.52,0.55,2,7,32,0,0,1,4,1,1,0,7,1.0,167.64,165.1,125,36,28,SUB,237.0,938.0,0.51,0.56,7.1,4.89,0.51,0.59,1.52,0.32,0.24,11.0,125.0,66.0,65.5,38.0,17.0,-8.0,5.0,0.29,11.0,0.65,1.0,0.06,334.0,0.42,0.4,4.19,3.69,0.58,0.55,0.44,0.65,0.07,15.87,124.0,65.0,66.0,31.0,16.0,-4.0,4.0,0.25,10.0,0.63,2.0,0.13
536,536,1390,matt brown,bryan barberena,Blue,False,Welterweight,1,3,0,1,0,5.35,0.48,0.3,0.13,0.22,2,6,34,0,0,0,3,3,1,0,7,0.0,182.88,182.88,185,0,1,0,3.76,0.55,1.3,1.68,0.46,7,12,63,0,0,0,2,12,2,0,16,1.0,182.88,190.5,170,41,32,S-DEC,900.0,115.0,0.55,0.47,3.76,2.92,0.55,0.64,1.68,1.3,0.6,9.22,170.0,72.0,75.0,42.0,26.0,-19.0,17.0,0.65,2.0,0.08,7.0,0.27,62.0,0.48,0.22,5.35,4.59,0.44,0.5,0.13,0.27,0.4,11.72,198.0,72.0,72.5,34.0,18.0,-12.0,11.0,0.61,5.0,0.28,2.0,0.11
537,537,1392,neil magny,max griffin,Red,False,Welterweight,1,3,0,3,0,3.92,0.49,0.3,1.45,0.41,3,6,32,0,1,0,2,3,0,0,6,1.0,180.34,193.04,170,0,1,0,3.44,0.46,0.2,2.15,0.4,7,7,69,0,0,1,11,5,1,0,18,1.0,190.5,203.2,170,34,36,S-DEC,900.0,507.0,0.46,0.39,3.43,2.48,0.52,0.54,2.12,0.25,0.07,12.27,171.0,75.0,80.0,37.0,29.0,-14.0,8.0,0.28,17.0,0.59,4.0,0.14,337.0,0.49,0.41,3.75,3.66,0.58,0.7,1.37,0.27,0.55,12.92,170.0,71.0,76.0,39.0,20.0,-11.0,9.0,0.47,8.0,0.42,2.0,0.11
538,538,1393,marc diakiese,viacheslav borshchev,Red,False,Lightweight,1,3,0,2,0,5.4,0.53,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,1.0,180.34,175.26,155,2,0,0,2.54,0.4,0.0,3.29,0.43,3,5,25,0,0,0,3,2,0,0,5,1.0,177.8,185.42,155,29,30,U-DEC,900.0,215.0,0.4,0.44,2.54,2.64,0.53,0.67,3.29,0.0,0.16,12.13,172.0,70.0,73.0,30.0,17.0,-7.0,6.0,0.38,9.0,0.56,1.0,0.06,104.0,0.54,0.0,5.25,4.77,0.57,0.43,0.0,0.15,0.75,11.1,156.0,71.0,69.0,33.0,8.0,-5.0,6.0,0.75,2.0,0.25,0.0,0.0
539,539,1396,aliaskhab khizriev,denis tiuliulin,Red,False,Middleweight,1,3,0,0,0,3.61,0.41,0.0,0.96,0.42,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,195.58,185,0,1,0,6.01,0.64,3.8,5.64,0.6,1,0,1,0,0,0,0,0,1,0,1,0.0,175.26,187.96,185,31,33,SUB,418.0,436.0,0.64,0.6,6.01,4.38,0.62,1.0,5.64,3.76,0.0,2.67,186.0,69.0,74.0,33.0,14.0,0.0,5.0,0.36,4.0,0.29,5.0,0.36,871.0,0.41,0.43,3.61,5.23,0.38,0.72,0.96,0.0,0.64,7.83,191.5,73.0,77.0,36.0,11.0,-10.0,9.0,0.9,1.0,0.1,0.0,0.0
