,RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRoundTime,TotalFightTimeSecs
2877,Tim Means,Niko Price,-210.0,175.0,2019-03-09,Blue,False,Welterweight,1,3,1,0,0,14.8571,0.363,0.7143,0.5714,0.164,2,3,11,0,0,0,0,2,2,0,4,1.0,182.88,193.04,170,0,1,0,48.4444,0.499,0.1111,0.5556,0.25,4,8,41,0,0,1,3,5,1,0,10,1.0,187.96,190.5,170,35,29,KO/TKO,4:50,290.0
2878,Blagoy Ivanov,Ben Rothwell,100.0,-120.0,2019-03-09,Red,False,Heavyweight,1,3,1,0,0,27.6,0.425,0.4,0.7,0.085,4,4,23,0,0,0,1,3,2,0,6,1.0,193.04,198.12,265,1,0,0,51.0,0.22,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0,0.0,180.34,185.42,250,32,37,U-DEC,5:00,900.0
2879,Beneil Dariush,Drew Dober,-220.0,180.0,2019-03-09,Red,False,Lightweight,1,3,0,3,0,39.7273,0.36,0.0909,0.6364,0.123,3,5,23,0,0,0,3,2,1,0,6,0.0,172.72,177.8,155,0,1,0,37.0,0.481,0.5,0.9286,0.244,5,5,30,0,0,1,4,1,3,0,9,0.0,177.8,182.88,155,29,30,SUB,4:41,581.0
2880,Tim Boetsch,Omari Akhmedov,135.0,-155.0,2019-03-09,Blue,False,Middleweight,1,3,1,0,0,32.8889,0.371,0.2222,2.1111,0.398,2,4,21,0,0,1,2,2,0,0,5,1.0,182.88,185.42,185,1,0,0,25.8261,0.512,0.4783,0.913,0.171,4,11,48,0,0,2,3,7,0,0,12,1.0,182.88,187.96,185,38,31,U-DEC,5:00,900.0
2881,Anthony Rocco Martin,Sergio Moraes,-240.0,200.0,2019-03-09,Red,False,Welterweight,1,3,0,2,0,31.1818,0.485,0.4545,0.9091,0.305,4,3,28,1,0,2,2,1,3,0,8,1.0,182.88,182.88,170,0,3,0,32.8182,0.379,1.0,0.7273,0.225,3,4,29,0,0,0,3,1,3,0,7,1.0,182.88,185.42,170,29,36,U-DEC,5:00,900.0
2882,Marion Reneau,Yana Kunitskaya,195.0,-235.0,2019-03-09,Blue,False,Women's Bantamweight,0,3,0,1,0,38.5,0.545,0.5,3.0,0.435,1,1,4,1,0,0,1,0,0,0,1,1.0,167.64,172.72,135,1,0,0,43.0,0.416,1.0,0.2222,0.222,2,4,24,0,0,0,1,2,2,0,5,1.0,167.64,172.72,135,41,29,U-DEC,5:00,900.0
2883,Grant Dawson,Julian Erosa,-200.0,170.0,2019-03-09,Red,False,Featherweight,1,3,2,0,0,27.0,0.497,0.6667,1.0,0.553,1,2,6,0,0,1,0,0,0,0,1,0.0,185.42,187.96,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,,177.8,182.88,145,25,29,U-DEC,5:00,900.0
2884,Maurice Greene,Jeff Hughes,215.0,-255.0,2019-03-09,Red,False,Heavyweight,1,3,0,0,0,,0.51,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,187.96,198.12,250,0,1,0,9.0,0.6,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,1.0,200.66,208.28,258,32,30,S-DEC,5:00,900.0
2885,Louis Smolka,Matt Schnell,-130.0,110.0,2019-03-09,Blue,False,Bantamweight,1,3,0,2,0,34.75,0.368,0.5,0.25,0.25,2,2,8,0,0,1,1,0,0,0,2,1.0,172.72,177.8,135,0,1,0,45.8182,0.467,1.7273,1.3636,0.305,4,5,28,0,0,0,2,2,2,0,6,1.0,175.26,172.72,135,27,29,SUB,3:18,198.0
2886,Alex Morono,Zak Ottow,-175.0,155.0,2019-03-09,Red,False,Welterweight,1,3,0,1,0,27.5714,0.359,0.2857,0.5714,0.153,1,3,16,0,0,3,0,1,0,0,4,1.0,180.34,182.88,170,0,1,0,51.7143,0.383,0.4286,0.0,0.0,2,3,18,0,0,1,2,0,1,0,4,1.0,180.34,182.88,170,28,32,KO/TKO,3:34,214.0
2887,Alex White,Dan Moret,-135.0,115.0,2019-03-09,Red,False,Lightweight,1,3,1,0,0,20.0,0.34,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0.0,182.88,185.42,155,2,0,0,40.875,0.42,0.125,0.625,0.219,1,5,19,0,0,0,1,2,0,0,3,0.0,182.88,180.34,155,30,32,U-DEC,5:00,900.0
2888,Jon Jones,Anthony Smith,-800.0,550.0,2019-03-02,Red,True,Light Heavyweight,1,5,0,3,0,32.9,0.504,0.4,0.4,0.106,3,3,22,0,0,0,1,5,1,0,7,1.0,193.04,193.04,205,0,1,0,61.8421,0.574,0.5263,1.9474,0.557,13,2,58,12,0,0,7,5,5,0,17,1.0,193.04,213.36,205,31,30,U-DEC,5:00,1500.0
2889,Tyron Woodley,Kamaru Usman,-190.0,165.0,2019-03-02,Blue,True,Welterweight,1,5,0,9,0,58.5556,0.527,0.2222,4.4444,0.399,9,0,28,1,0,0,7,1,1,0,9,,182.88,193.04,170,0,3,0,34.5,0.544,0.25,0.4167,0.208,3,3,32,5,1,1,1,5,1,0,9,1.0,175.26,187.96,170,36,31,U-DEC,5:00,1500.0
2890,Robbie Lawler,Ben Askren,240.0,-280.0,2019-03-02,Blue,False,Welterweight,1,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,185.42,170,1,0,0,51.7895,0.457,0.0,0.8421,0.342,5,6,57,5,0,3,4,6,0,0,13,0.0,180.34,187.96,170,36,34,SUB,3:20,200.0
2891,Tecia Torres,Weili Zhang,125.0,-145.0,2019-03-02,Blue,False,Women's Strawweight,0,3,0,2,0,61.0,0.58,1.0,1.0,0.415,2,0,4,0,0,0,1,0,1,0,2,,162.56,160.02,115,2,0,0,62.1111,0.493,0.1111,0.7778,0.351,3,3,26,0,0,0,5,0,1,0,6,1.0,154.94,152.4,115,29,29,U-DEC,5:00,900.0
2892,Cody Garbrandt,Pedro Munhoz,-160.0,140.0,2019-03-02,Blue,False,Bantamweight,1,3,0,2,0,43.0,0.496,0.7273,0.6364,0.255,4,4,22,0,0,0,2,2,3,0,7,1.0,167.64,165.1,135,2,0,0,32.5,0.369,0.0,0.625,0.135,6,2,17,3,0,0,2,4,0,0,6,1.0,172.72,165.1,135,27,32,KO/TKO,4:52,292.0
2893,Jeremy Stephens,Zabit Magomedsharipov,260.0,-320.0,2019-03-02,Blue,False,Featherweight,1,3,0,4,0,53.5,0.58,1.0,5.75,0.59,4,0,10,0,0,0,1,0,3,0,4,1.0,185.42,185.42,145,1,0,0,37.4483,0.438,0.3448,0.931,0.244,3,14,76,0,0,1,6,7,0,1,15,1.0,172.72,180.34,145,32,28,U-DEC,5:00,900.0
2894,Misha Cirkunov,Johnny Walker,155.0,-175.0,2019-03-02,Blue,False,Light Heavyweight,1,3,0,2,0,8.5,0.885,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,1.0,195.58,208.28,205,0,1,0,21.2857,0.54,0.7143,1.4286,0.463,4,2,10,0,0,0,0,1,4,0,5,1.0,190.5,195.58,205,32,26,KO/TKO,0:36,36.0
2895,Cody Stamann,Alejandro Perez,-170.0,150.0,2019-03-02,Red,False,Bantamweight,1,3,0,4,0,40.2222,0.348,0.1111,0.3333,0.11,4,2,21,1,0,1,3,3,0,0,7,1.0,167.64,170.18,135,1,0,0,66.75,0.453,0.0,3.75,0.615,3,1,11,0,0,2,1,0,0,0,3,1.0,167.64,162.56,135,29,29,U-DEC,5:00,900.0
2896,Diego Sanchez,Mickey Gall,200.0,-240.0,2019-03-02,Red,False,Welterweight,1,3,0,1,0,7.6,0.41,1.8,0.8,0.6,3,1,8,0,0,0,0,0,4,0,4,,187.96,187.96,170,0,1,0,33.75,0.403,0.6429,1.1071,0.248,6,11,73,2,0,3,9,5,0,0,17,0.0,177.8,182.88,170,37,27,KO/TKO,4:13,553.0
2897,Edmen Shahbazyan,Charles Byrd,-150.0,130.0,2019-03-02,Red,False,Middleweight,1,3,1,0,0,24.5,0.69,0.5,0.5,0.5,1,1,3,0,0,0,0,0,1,0,1,1.0,177.8,185.42,185,0,1,0,22.0,0.59,0.0,8.0,0.38,1,0,3,0,0,1,0,0,0,0,1,1.0,187.96,187.96,185,21,35,KO/TKO,0:38,38.0
2898,Gina Mazany,Macy Chiasson,415.0,-525.0,2019-03-02,Blue,False,Women's Bantamweight,0,3,0,1,0,24.0,0.48,2.0,0.0,0.0,1,0,2,1,0,0,0,0,1,0,1,1.0,180.34,182.88,135,1,0,0,25.3333,0.333,0.0,2.3333,0.57,1,2,7,0,0,0,1,0,0,0,1,0.0,167.64,172.72,135,30,27,KO/TKO,1:49,109.0
2899,Polyana Viana,Hannah Cifers,-280.0,240.0,2019-03-02,Blue,False,Women's Strawweight,0,3,1,0,0,41.0,0.59,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,1.0,154.94,160.02,115,1,0,0,29.0,0.505,1.5,1.0,0.35,1,1,4,0,0,0,0,0,1,0,1,1.0,165.1,170.18,115,26,26,S-DEC,5:00,900.0
2900,Jan Blachowicz,Thiago Santos,110.0,-130.0,2019-02-23,Blue,False,Light Heavyweight,1,5,0,3,0,32.1765,0.465,0.0588,0.4118,0.162,4,5,29,0,0,0,2,10,0,0,12,1.0,187.96,193.04,205,0,4,0,44.6,0.519,0.3,1.3,0.546,4,4,26,0,0,0,3,1,2,0,6,1.0,187.96,198.12,205,35,35,KO/TKO,0:39,639.0
2901,Stefan Struve,Marcos Rogerio de Lima,-115.0,-105.0,2019-02-23,Red,False,Heavyweight,1,3,0,1,0,14.75,0.55,0.375,0.375,0.075,2,3,11,0,0,0,1,3,1,0,5,1.0,185.42,190.5,253,3,0,0,24.7143,0.449,0.9524,0.2857,0.214,4,9,41,0,1,0,1,5,5,0,12,1.0,210.82,213.36,265,31,33,SUB,2:21,441.0
2902,Gian Villante,Michal Oleksiejczuk,180.0,-220.0,2019-02-23,Blue,False,Light Heavyweight,1,3,1,0,0,76.0,0.58,0.0,2.0,0.66,0,1,3,0,0,0,0,0,0,0,0,0.0,182.88,187.96,205,0,1,0,52.2857,0.437,0.0,0.3571,0.161,2,7,37,0,0,3,0,4,0,0,7,1.0,190.5,193.04,205,33,24,KO/TKO,1:34,94.0
2903,Liz Carmouche,Lucie Pudilova,-155.0,135.0,2019-02-23,Red,False,Women's Flyweight,0,3,1,0,0,83.0,0.413,0.5,0.0,0.0,2,2,12,0,0,0,2,0,0,0,2,1.0,172.72,170.18,125,0,1,0,35.25,0.579,0.25,2.75,0.66,2,4,21,1,0,1,2,1,0,0,4,1.0,167.64,167.64,125,35,24,U-DEC,5:00,900.0
2904,John Dodson,Petr Yan,225.0,-265.0,2019-02-23,Blue,False,Bantamweight,1,3,0,3,0,67.0,0.563,0.3333,1.0,0.25,3,0,6,0,0,0,1,2,0,0,3,,170.18,170.18,135,1,0,0,46.1429,0.425,0.0,0.6429,0.231,3,5,40,3,0,1,3,4,0,1,9,1.0,160.02,167.64,135,34,26,U-DEC,5:00,900.0
2905,Magomed Ankalaev,Klidson Abreu,-210.0,175.0,2019-02-23,Red,False,Light Heavyweight,1,3,0,0,0,,0.39,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,187.96,235,0,1,0,35.5,0.525,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.0,190.5,190.5,205,26,26,U-DEC,5:00,900.0
2906,Dwight Grant,Carlo Pedersoli,140.0,-160.0,2019-02-23,Red,False,Welterweight,1,3,1,0,0,34.5,0.435,0.0,1.5,0.375,1,1,4,0,0,1,0,0,0,0,1,0.0,180.34,190.5,170,1,0,0,25.0,0.29,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,,185.42,193.04,170,34,25,,,
2907,Daniel Teymur,Chris Fishgold,205.0,-245.0,2019-02-23,Blue,False,Featherweight,1,3,1,0,0,20.0,0.26,0.0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,1.0,172.72,172.72,145,2,0,0,53.0,0.445,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,1.0,165.1,175.26,145,31,26,SUB,1:10,370.0
2908,Veronica Macedo,Gillian Robertson,158.0,-180.0,2019-02-23,Blue,False,Women's Flyweight,0,3,1,0,0,10.0,0.427,0.6667,1.3333,0.61,2,1,4,0,0,0,0,0,2,0,2,1.0,165.1,160.02,125,2,0,0,23.5,0.44,0.5,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,0.0,162.56,162.56,125,23,23,SUB,3:27,507.0
2909,Damir Hadzovic,Polo Reyes,-325.0,265.0,2019-02-23,Red,False,Lightweight,1,3,0,1,0,45.8,0.382,0.0,0.0,0.0,3,1,9,0,0,1,0,3,0,0,4,1.0,180.34,180.34,155,0,1,0,29.0,0.49,0.25,0.0,0.0,1,2,10,0,0,1,0,1,0,0,2,1.0,175.26,177.8,155,32,34,,,
2910,Michel Prazeres,Ismail Naurdiev,-470.0,375.0,2019-02-23,Blue,False,Welterweight,1,3,0,0,0,,0.56,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,187.96,170,0,8,0,32.1667,0.508,0.5833,3.5,0.468,8,2,32,0,0,3,4,0,3,0,10,1.0,167.64,170.18,170,37,22,U-DEC,5:00,900.0
2911,Rustam Khabilov,Diego Ferreira,-140.0,120.0,2019-02-23,Blue,False,Lightweight,1,3,0,3,0,31.5714,0.437,0.5714,0.4286,0.214,3,2,13,0,0,0,1,3,1,0,5,1.0,175.26,187.96,155,0,6,0,25.8182,0.357,0.0909,3.4545,0.463,6,2,30,0,0,1,6,1,0,1,9,1.0,172.72,185.42,155,32,34,U-DEC,5:00,900.0
2912,Damir Ismagulov,Joel Alvarez,-325.0,265.0,2019-02-23,Red,False,Lightweight,1,3,0,0,0,,0.33,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,190.5,195.58,155,0,1,0,34.0,0.61,0.0,5.0,0.45,1,0,3,0,0,0,1,0,0,0,1,1.0,177.8,177.8,155,28,24,U-DEC,5:00,900.0
2913,Francis Ngannou,Cain Velasquez,175.0,-210.0,2019-02-17,Red,False,Heavyweight,1,5,0,1,0,51.2857,0.593,0.2143,2.4286,0.433,7,2,28,6,0,0,2,10,0,0,12,1.0,185.42,195.58,240,0,1,0,14.3333,0.508,0.2222,0.0,0.0,6,2,17,1,0,0,0,5,1,1,7,1.0,193.04,210.82,250,32,36,KO/TKO,0:26,26.0
2914,James Vick,Paul Felder,-120.0,100.0,2019-02-17,Blue,False,Lightweight,1,3,1,0,0,40.3636,0.463,0.2727,0.2727,0.136,3,4,27,0,0,1,1,4,1,0,7,1.0,180.34,177.8,155,1,0,0,35.9091,0.347,0.4545,0.1818,0.091,5,2,22,0,0,0,4,2,3,0,9,1.0,190.5,193.04,155,31,34,U-DEC,5:00,900.0
2915,Cortney Casey,Cynthia Calvillo,295.0,-355.0,2019-02-17,Blue,False,Women's Strawweight,0,3,0,1,0,35.4,0.426,1.8,1.4,0.678,3,1,11,0,0,0,1,0,3,0,4,1.0,162.56,162.56,115,0,1,0,59.7778,0.44,0.4444,0.3333,0.129,2,5,23,0,0,1,1,1,1,0,4,1.0,170.18,170.18,115,31,31,U-DEC,5:00,900.0
2916,Alex Caceres,Kron Gracie,245.0,-290.0,2019-02-17,Blue,False,Featherweight,1,3,0,0,0,,0.41,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,175.26,177.8,145,0,1,0,48.4211,0.465,0.6842,0.4737,0.228,2,10,51,0,0,3,3,0,2,1,9,0.0,177.8,185.42,145,30,30,SUB,2:06,126.0
2917,Vicente Luque,Bryan Barberena,-470.0,375.0,2019-02-17,Red,False,Welterweight,1,3,0,1,0,54.375,0.505,0.25,0.25,0.166,2,3,19,0,0,0,1,3,1,0,5,0.0,182.88,182.88,170,0,3,0,25.0,0.493,0.4444,0.6667,0.12,4,2,15,0,0,0,0,4,3,0,7,1.0,180.34,190.5,170,27,29,KO/TKO,4:54,894.0
2918,Andre Fili,Myles Jury,130.0,-150.0,2019-02-17,Red,False,Featherweight,1,3,1,0,0,22.8182,0.366,0.1818,1.4545,0.451,6,3,22,0,0,1,3,3,1,0,8,1.0,177.8,185.42,145,1,0,0,41.7273,0.352,0.1818,2.0909,0.503,2,5,27,0,0,1,3,2,0,0,6,1.0,180.34,187.96,145,28,30,U-DEC,5:00,900.0
2919,Jimmie Rivera,Aljamain Sterling,-135.0,115.0,2019-02-17,Blue,False,Bantamweight,1,3,0,2,0,47.8182,0.483,0.8182,1.9091,0.455,4,3,29,0,0,0,4,1,3,0,8,1.0,170.18,180.34,135,0,1,0,48.8571,0.379,0.0,0.7143,0.119,5,1,17,0,0,1,4,1,0,0,6,1.0,162.56,172.72,135,29,29,U-DEC,5:00,900.0
2920,Benito Lopez,Manny Bermudez,170.0,-200.0,2019-02-17,Blue,False,Bantamweight,1,3,0,2,0,7.5,0.51,2.5,0.5,0.1,2,0,3,0,0,0,0,0,2,0,2,1.0,177.8,180.34,135,0,1,0,78.0,0.41,1.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,,177.8,185.42,135,24,24,SUB,3:09,189.0
2921,Ashlee Evans-Smith,Andrea Lee,160.0,-185.0,2019-02-17,Blue,False,Women's Flyweight,0,3,0,1,0,56.0,0.6,2.0,3.0,0.6,1,0,3,0,0,0,1,0,0,0,1,1.0,167.64,175.26,125,0,1,0,54.3333,0.432,0.0,0.8333,0.275,2,3,14,0,0,1,1,1,0,0,3,1.0,172.72,170.18,125,31,30,U-DEC,5:00,900.0
2922,Scott Holtzman,Nik Lentz,-160.0,140.0,2019-02-17,Blue,False,Lightweight,1,3,0,1,0,42.619,0.523,1.0952,2.9048,0.318,4,8,56,0,0,2,6,3,2,0,13,1.0,172.72,172.72,155,0,3,0,64.7143,0.533,0.2857,2.7143,0.587,3,2,21,0,0,0,3,1,1,0,5,1.0,175.26,175.26,155,35,34,U-DEC,5:00,900.0
2923,Renan Barao,Luke Sanders,130.0,-150.0,2019-02-17,Blue,False,Bantamweight,1,3,1,0,0,40.8,0.5,0.2,0.2,0.1,1,3,9,0,0,0,1,0,1,0,2,0.0,167.64,170.18,135,3,0,0,54.9333,0.379,0.3333,1.4667,0.282,7,6,46,6,0,0,4,2,3,0,9,1.0,167.64,177.8,135,32,33,KO/TKO,1:01,361.0
2924,Alexandra Albu,Emily Whitmire,-110.0,-110.0,2019-02-17,Blue,False,Women's Strawweight,0,3,0,1,0,31.0,0.44,0.0,0.5,0.25,1,1,4,0,0,0,1,0,0,0,1,1.0,165.1,160.02,115,0,2,0,62.0,0.56,0.5,2.5,0.31,2,0,5,0,0,0,1,0,1,0,2,1.0,157.48,160.02,115,28,27,,,
2925,Israel Adesanya,Anderson Silva,-515.0,410.0,2019-02-09,Red,False,Middleweight,1,3,0,1,0,33.6364,0.651,0.2727,0.1364,0.136,16,5,55,13,0,0,3,11,3,0,17,0.0,187.96,195.58,185,0,4,0,60.25,0.565,0.25,0.0,0.0,4,0,11,0,0,1,1,2,0,0,4,,193.04,203.2,185,29,43,U-DEC,5:00,900.0
2926,Lando Vannata,Marcos Mariano,-450.0,360.0,2019-02-09,Red,False,Lightweight,1,3,0,0,0,,0.27,,,,0,0,0,0,0,0,0,0,0,0,0,,185.42,193.04,155,4,0,0,57.8333,0.402,0.3333,1.1667,0.375,1,5,15,0,0,0,0,1,0,0,1,1.0,175.26,180.34,155,26,32,SUB,4:55,295.0
2927,Rani Yahya,Ricky Simon,-115.0,-105.0,2019-02-09,Blue,False,Bantamweight,1,3,0,2,0,29.5,0.4,0.5,4.5,0.315,2,0,6,0,0,0,1,1,0,0,2,1.0,167.64,175.26,135,0,3,0,18.2,0.47,1.4,2.2667,0.357,4,4,36,0,0,1,4,0,6,0,11,1.0,167.64,170.18,135,34,26,U-DEC,5:00,900.0
2928,Montana De La Rosa,Nadia Kassem,-250.0,210.0,2019-02-09,Red,False,Women's Flyweight,0,3,0,1,0,52.0,0.49,6.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,0.0,165.1,167.64,125,0,2,0,31.0,0.36,1.0,0.0,0.0,2,0,4,0,0,0,0,0,2,0,2,1.0,170.18,172.72,125,23,23,SUB,2:37,457.0
2929,Jimmy Crute,Sam Alvey,-145.0,125.0,2019-02-09,Red,False,Light Heavyweight,1,3,1,0,0,30.4375,0.486,0.0625,0.0625,0.063,4,6,34,0,0,2,2,5,1,0,10,0.0,187.96,190.5,205,0,1,0,17.0,0.44,4.0,1.0,1.0,1,0,3,0,0,0,0,0,1,0,1,1.0,187.96,187.96,205,22,32,KO/TKO,2:49,169.0
2930,Devonte Smith,Dong Hyun Ma,-270.0,230.0,2019-02-09,Red,False,Lightweight,1,3,0,3,0,40.6,0.52,0.0,1.2,0.332,3,2,13,0,0,1,1,1,0,0,3,1.0,180.34,177.8,155,0,1,0,13.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.0,175.26,193.04,155,25,30,KO/TKO,3:53,233.0
2931,Shane Young,Austin Arnett,-380.0,315.0,2019-02-09,Red,False,Featherweight,1,3,0,1,0,43.0,0.437,0.0,0.6667,0.387,1,2,8,0,0,0,1,0,0,0,1,1.0,182.88,182.88,145,0,1,0,61.0,0.35,0.0,1.0,0.6,1,1,5,0,0,0,0,1,0,0,1,1.0,172.72,182.88,145,25,27,U-DEC,5:00,900.0
2932,Kai Kara-France,Raulian Paiva,-265.0,220.0,2019-02-09,Red,False,Flyweight,1,3,0,0,0,,0.43,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,175.26,125,0,1,0,86.0,0.48,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,165.1,175.26,125,25,23,S-DEC,5:00,900.0
2933,Teruto Ishihara,Kyung Ho Kang,290.0,-350.0,2019-02-09,Blue,False,Bantamweight,1,3,1,0,0,31.3333,0.383,1.1667,2.0,0.592,3,3,16,0,0,1,0,0,2,0,3,1.0,175.26,185.42,135,2,0,0,34.75,0.468,0.0,0.375,0.073,2,5,19,0,0,0,1,2,0,0,3,0.0,170.18,175.26,135,27,31,SUB,3:59,239.0
2934,Callan Potter,Jalin Turner,190.0,-230.0,2019-02-09,Blue,False,Lightweight,1,3,1,0,0,31.0,0.53,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0.0,190.5,195.58,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,182.88,155,34,23,KO/TKO,0:53,53.0
2935,Wuliji Buren,Jonathan Martinez,105.0,-125.0,2019-02-09,Blue,False,Bantamweight,1,3,1,0,0,71.0,0.63,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,0.0,172.72,177.8,135,2,0,0,24.0,0.39,0.0,3.0,0.43,0,2,5,0,0,0,0,0,0,0,0,1.0,175.26,175.26,135,29,32,U-DEC,5:00,900.0
2936,Raphael Assuncao,Marlon Moraes,130.0,-150.0,2019-02-02,Blue,False,Bantamweight,1,5,0,3,0,25.75,0.475,0.25,0.25,0.125,3,1,8,0,0,1,0,2,0,0,3,1.0,167.64,170.18,135,0,4,0,47.1538,0.418,0.1538,1.0,0.254,7,2,35,0,0,3,5,2,1,0,11,1.0,165.1,167.64,135,36,30,SUB,3:17,197.0
2937,Jose Aldo,Renato Moicano,-110.0,-110.0,2019-02-02,Red,False,Featherweight,1,3,0,2,0,67.3333,0.453,0.3333,1.0,0.4,3,1,15,0,0,2,1,0,2,0,5,1.0,180.34,182.88,145,0,1,0,56.6667,0.425,0.25,1.0,0.198,7,3,43,11,0,0,6,3,0,0,9,1.0,170.18,177.8,145,32,29,KO/TKO,0:44,344.0
2938,Demian Maia,Lyman Good,-200.0,170.0,2019-02-02,Red,False,Welterweight,1,3,0,1,0,48.0,0.53,0.0,0.3333,0.333,1,1,6,0,0,0,0,2,0,0,2,1.0,182.88,187.96,170,3,0,0,22.9286,0.528,0.8571,2.1429,0.362,7,9,78,2,0,1,8,1,9,0,19,0.0,185.42,182.88,170,41,33,SUB,2:38,158.0
2939,Charles Oliveira,David Teymur,-120.0,100.0,2019-02-02,Red,False,Lightweight,1,3,0,5,0,54.6,0.442,0.0,0.8,0.322,5,0,13,0,0,0,3,2,0,0,5,0.0,175.26,185.42,155,0,3,0,20.2273,0.484,1.2727,1.3182,0.454,4,9,40,0,0,0,1,0,12,0,13,1.0,177.8,187.96,155,29,29,SUB,0:55,355.0
2940,Johnny Walker,Justin Ledet,-235.0,195.0,2019-02-02,Red,False,Light Heavyweight,1,3,1,0,0,41.0,0.375,0.25,0.25,0.25,3,1,10,0,0,1,1,0,1,0,3,1.0,193.04,203.2,205,0,1,0,10.0,0.9,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.0,195.58,208.28,205,26,30,KO/TKO,0:15,15.0
2941,Livinha Souza,Sarah Frota,-230.0,190.0,2019-02-02,Red,False,Women's Strawweight,0,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,167.64,175.26,115,0,1,0,10.0,0.55,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,1.0,165.1,160.02,115,27,31,S-DEC,5:00,900.0
2942,Markus Perez,Anthony Hernandez,115.0,-135.0,2019-02-02,Red,False,Middleweight,1,3,0,0,0,,0.54,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,190.5,185,1,0,0,29.3333,0.647,1.0,1.0,0.467,1,2,7,0,0,0,0,0,1,0,1,1.0,185.42,185.42,185,30,25,SUB,1:07,367.0
2943,Mara Romero Borella,Taila Santos,185.0,-225.0,2019-02-02,Red,False,Women's Flyweight,0,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,165.1,172.72,125,1,0,0,41.0,0.485,0.5,1.0,0.665,1,1,4,0,0,0,0,0,1,0,1,1.0,167.64,175.26,125,32,25,S-DEC,5:00,900.0
2944,Thiago Alves,Max Griffin,160.0,-185.0,2019-02-02,Red,False,Welterweight,1,3,1,0,0,40.2,0.43,0.2,0.2,0.1,1,3,13,0,0,0,1,1,0,0,2,1.0,180.34,193.04,170,2,0,0,39.6667,0.45,0.25,0.5417,0.333,7,10,58,1,0,0,5,7,1,1,14,1.0,175.26,177.8,170,35,33,S-DEC,5:00,900.0
2945,Junior Albini,Jairzinho Rozenstruik,-145.0,125.0,2019-02-02,Blue,False,Heavyweight,1,3,0,0,0,,0.46,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,193.04,198.12,242,2,0,0,26.3333,0.57,0.0,0.3333,0.333,1,2,5,0,0,0,0,1,0,0,1,1.0,190.5,187.96,264,27,30,KO/TKO,0:54,354.0
