index,name,strike_accuracy,takedown_accuracy,connected_strikes_per_minute,absorved_strikes_per_minute,strikes_defense,takedown_defense,takedown_avg,submission_avg,knockdown_avg,avg_fight_time,weight,height,reach,division,age,Wins,Losses,win_by_ko_tko_win,win_by_ko_tko_win_percent,win_by_dec_win,win_by_dec_win_percent,win_by_sub_win,win_by_sub_win_percent
1.0,Hamdy Abdelwahab,0.52,0.8,3.4,3.87,0.51,1.0,2.0,0.0,0.5,15.0,260.0,74.0,72.0,Heavyweight Division,32.0,6,0,5.0,1.0,0.0,0.0,0.0,0.0
3.0,Ricardo Abreu,0.32,0.43,3.79,3.98,0.68,1.0,2.13,0.71,1.42,10.55,183.0,71.0,73.0,Middleweight Division,39.0,5,-1,3.0,0.6,0.0,0.0,2.0,0.4
4.0,Israel Adesanya,0.48,0.11,4.02,3.2,0.56,0.77,0.05,0.14,0.62,17.58,185.0,76.0,80.0,Middleweight Division,35.0,24,-5,16.0,0.67,8.0,0.33,0.0,0.0
6.0,Jesus Aguilar,0.46,0.35,1.73,1.1,0.59,0.4,1.83,1.83,0.3,8.2,125.5,64.0,62.5,Flyweight Division,28.0,11,-3,1.0,0.09,3.0,0.27,7.0,0.64
7.0,Abdul-Kareem Al-Selwady,0.35,0.31,4.14,3.6,0.59,0.2,2.32,0.0,0.0,12.92,155.0,68.0,69.0,Lightweight Division,29.0,15,-4,8.0,0.53,5.0,0.33,2.0,0.13
9.0,Amir Albazi,0.35,0.32,2.72,3.71,0.62,0.5,1.39,0.52,0.35,14.42,125.5,65.0,68.0,Flyweight Division,31.0,17,-2,5.0,0.29,3.0,0.18,9.0,0.53
10.0,Irene Aldana,0.4,0.5,5.19,6.64,0.56,0.78,0.15,0.22,0.22,14.65,136.0,69.0,68.5,Women's Bantamweight Division,36.0,15,-8,8.0,0.53,4.0,0.27,3.0,0.2
11.0,Jose Alday,0.44,0.0,3.13,3.13,0.59,0.57,0.0,0.0,0.0,15.0,136.0,67.0,68.0,Bantamweight Division,31.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0
12.0,José Aldo,0.47,0.54,3.62,3.72,0.61,0.93,0.49,0.14,0.39,14.25,136.0,67.0,70.0,Bantamweight Division,38.0,32,-9,17.0,0.53,14.0,0.44,1.0,0.03
14.0,Talita Alencar,0.28,0.14,2.49,4.8,0.53,0.5,2.0,0.0,0.0,15.0,123.1,61.0,58.5,Women's Strawweight Division,33.0,5,-1,0.0,0.0,2.0,0.4,3.0,0.6
15.0,Lucas Alexander,0.57,0.0,4.69,2.87,0.57,0.6,0.0,0.0,0.54,6.98,148.5,71.0,73.0,Featherweight Division,29.0,8,-5,3.0,0.38,5.0,0.63,0.0,0.0
16.0,Marcio Alexandre,0.45,0.2,1.61,2.89,0.42,0.67,0.35,0.71,0.0,10.57,186.0,73.0,75.0,Middleweight Division,34.0,13,-3,10.0,0.77,1.0,0.08,2.0,0.15
17.0,Abdul Razak Alhassan,0.5,0.33,3.64,4.01,0.55,0.52,0.84,0.17,1.85,5.97,185.5,70.0,73.0,Middleweight Division,39.0,12,-7,12.0,1.0,0.0,0.0,0.0,0.0
21.0,Arnold Allen,0.42,0.48,3.45,2.88,0.62,0.75,0.93,0.34,0.25,13.62,145.0,68.0,70.0,Featherweight Division,31.0,20,-3,7.0,0.35,9.0,0.45,4.0,0.2
22.0,Brendan Allen,0.54,0.39,3.79,3.83,0.46,0.59,1.67,1.3,0.37,10.08,201.8,74.0,75.0,Middleweight Division,29.0,24,-6,5.0,0.21,5.0,0.21,14.0,0.58
25.0,Cesar Almeida,0.59,0.0,4.16,2.32,0.48,0.6,0.0,0.27,0.27,11.3,185.5,73.0,74.0,Middleweight Division,36.0,7,-1,5.0,0.71,2.0,0.29,0.0,0.0
26.0,Jailton Almeida,0.66,0.6,2.62,0.89,0.42,0.6,6.58,2.41,0.0,6.83,235.0,75.0,79.0,Heavyweight Division,33.0,22,-3,8.0,0.36,1.0,0.05,13.0,0.59
28.0,Jaime Alvarez,0.4,0.33,2.73,4.53,0.57,0.5,1.0,0.0,0.0,15.0,125.0,68.0,69.0,Flyweight Division,35.0,7,-1,4.0,0.57,2.0,0.29,1.0,0.14
29.0,Joel Álvarez,0.54,0.0,4.51,3.32,0.51,0.4,0.0,1.18,0.24,7.07,156.0,74.0,77.0,Lightweight Division,31.0,22,-3,5.0,0.23,0.0,0.0,17.0,0.77
31.0,Hyder Amil,0.57,0.33,6.31,2.23,0.62,0.78,0.64,1.93,0.64,7.77,160.0,69.0,70.0,Featherweight Division,34.0,10,0,6.0,0.6,3.0,0.3,1.0,0.1
33.0,Eryk Anders,0.48,0.25,3.54,4.05,0.51,0.8,1.71,0.07,0.48,12.18,193.0,73.0,75.0,Middleweight Division,37.0,17,-8,10.0,0.59,6.0,0.35,1.0,0.06
34.0,Jéssica Andrade,0.5,0.55,6.44,5.51,0.55,0.72,2.23,0.34,0.39,9.6,124.5,61.5,62.0,Women's Flyweight Division,33.0,26,-13,10.0,0.38,8.0,0.31,8.0,0.31
36.0,Julius Anglickas,0.78,0.5,4.62,1.86,0.51,0.6,4.47,1.12,0.0,13.42,206.0,75.0,75.0,Light Heavyweight Division,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,Chad Anheliger,0.46,0.31,3.11,2.76,0.54,0.38,0.68,0.51,0.51,14.73,135.0,66.0,64.5,Bantamweight Division,38.0,13,-8,7.0,0.54,3.0,0.23,3.0,0.23
38.0,Magomed Ankalaev,0.53,0.31,3.64,2.37,0.59,0.87,0.92,0.0,0.65,11.62,204.5,75.0,75.0,Light Heavyweight Division,32.0,20,-1,11.0,0.55,9.0,0.45,0.0,0.0
39.0,Nina Nunes,0.45,0.33,4.39,3.47,0.56,0.74,0.24,0.49,0.0,13.72,125.5,65.0,64.0,Women's Flyweight Division,37.0,11,-7,4.0,0.4,4.0,0.4,2.0,0.2
40.0,Aoriqileng,0.5,0.47,4.65,5.46,0.49,0.58,1.2,0.0,0.34,10.92,146.0,67.0,69.0,Bantamweight Division,31.0,25,-11,8.0,0.32,16.0,0.64,1.0,0.04
42.0,Viviane Araújo,0.48,0.43,4.04,4.87,0.57,0.8,1.86,0.65,0.08,15.48,125.6,64.0,68.0,Women's Flyweight Division,38.0,13,-6,3.0,0.23,6.0,0.46,4.0,0.31
43.0,Julio Arce,0.36,0.29,4.36,3.05,0.68,0.96,0.46,0.35,0.35,11.8,160.0,67.0,70.0,Featherweight Division,34.0,19,-6,6.0,0.3,9.0,0.45,5.0,0.25
44.0,Alice Ardelean,0.45,0.4,4.97,4.97,0.53,1.0,1.0,0.0,0.0,15.0,115.0,63.0,62.0,Women's Strawweight Division,32.0,9,-7,4.0,0.44,1.0,0.11,4.0,0.44
46.0,Garrett Armfield,0.54,0.5,5.35,3.64,0.56,0.65,1.1,0.55,0.55,10.87,135.0,66.0,70.0,Bantamweight Division,28.0,10,-5,6.0,0.6,1.0,0.1,3.0,0.3
49.0,Yanal Ashmouz,0.5,0.5,2.94,4.54,0.56,0.6,4.8,0.0,0.0,10.42,154.5,69.0,68.0,Lightweight Division,29.0,8,-1,4.0,0.5,2.0,0.25,2.0,0.25
52.0,Tom Aspinall,0.67,1.0,8.07,2.89,0.65,1.0,3.27,1.63,4.09,2.03,255.0,77.0,78.0,Heavyweight Division,31.0,15,-3,12.0,0.8,0.0,0.0,3.0,0.2
54.0,Julia Avila,0.42,0.38,2.81,3.28,0.56,0.53,0.63,0.21,0.21,11.82,135.5,67.0,68.0,Women's Bantamweight Division,36.0,9,-4,4.0,0.44,3.0,0.33,2.0,0.22
57.0,Melsik Baghdasaryan,0.61,0.0,5.28,3.06,0.58,0.73,0.0,0.0,0.25,11.77,160.0,69.0,70.0,Featherweight Division,33.0,8,-2,5.0,0.63,3.0,0.38,0.0,0.0
58.0,Ignacio Bahamondes,0.47,0.0,7.17,4.41,0.57,0.86,0.0,0.35,0.87,10.83,171.0,75.0,75.5,Lightweight Division,27.0,16,-5,11.0,0.69,4.0,0.25,1.0,0.06
59.0,Shauna Bannon,0.42,0.0,4.37,3.77,0.42,0.43,0.0,0.0,0.0,15.0,123.9,65.0,65.0,Women's Strawweight Division,30.0,6,-1,2.0,0.4,3.0,0.6,0.0,0.0
61.0,Maycee Barber,0.53,0.44,4.7,2.9,0.55,0.54,1.44,0.1,0.0,12.17,125.0,65.0,65.0,Women's Flyweight Division,26.0,14,-2,6.0,0.46,5.0,0.38,2.0,0.15
62.0,Bryan Barberena,0.48,0.22,5.35,4.59,0.44,0.5,0.13,0.27,0.4,11.72,198.0,72.0,72.5,Middleweight Division,34.0,18,-12,11.0,0.61,5.0,0.28,2.0,0.11
63.0,Dione Barbosa,0.49,0.29,1.85,2.49,0.66,0.43,1.73,2.17,0.0,11.53,135.0,66.0,65.5,Women's Flyweight Division,32.0,7,-3,0.0,0.0,4.0,0.57,3.0,0.43
64.0,Edson Barboza,0.44,0.5,4.11,4.65,0.56,0.73,0.45,0.08,0.66,12.2,145.5,71.0,75.0,Featherweight Division,39.0,24,-12,14.0,0.61,8.0,0.35,1.0,0.04
65.0,Raoni Barcelos,0.53,0.37,5.11,4.64,0.6,0.82,2.46,0.69,0.49,12.68,135.5,67.5,67.0,Bantamweight Division,37.0,19,-5,8.0,0.42,8.0,0.42,3.0,0.16
66.0,Daniel Barez,0.52,0.31,4.1,5.05,0.57,0.92,2.24,0.9,0.9,11.15,138.0,66.0,66.0,Flyweight Division,35.0,17,-6,7.0,0.41,4.0,0.24,6.0,0.35
67.0,Danny Barlow,0.51,0.0,5.72,3.48,0.52,1.0,0.0,0.0,0.54,9.2,171.3,74.0,79.0,Welterweight Division,29.0,9,0,5.0,0.63,2.0,0.25,1.0,0.13
68.0,Shonte Barnes,0.38,0.0,2.32,1.55,0.68,0.6,0.0,0.0,0.0,7.77,185.0,71.0,76.0,Middleweight Division,36.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0
69.0,James Barnes,0.35,0.17,0.57,3.02,0.39,0.4,1.08,0.0,0.0,7.82,135.0,68.0,71.0,Bantamweight Division,41.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0
70.0,Chris Barnett,0.47,0.0,4.21,6.53,0.39,0.33,0.0,0.0,0.39,7.6,264.0,69.0,75.0,Heavyweight Division,38.0,23,-9,18.0,0.78,5.0,0.22,0.0,0.0
71.0,Marc-Andre Barriault,0.48,0.25,5.98,5.58,0.52,0.67,0.21,0.1,0.31,10.33,185.0,73.0,74.0,Middleweight Division,34.0,16,-9,10.0,0.63,5.0,0.31,1.0,0.06
72.0,Farid Basharat,0.55,0.45,4.36,2.57,0.6,0.8,3.97,0.47,0.0,12.85,137.0,68.0,71.0,Featherweight Division,27.0,13,0,1.0,0.08,6.0,0.46,6.0,0.46
73.0,Javid Basharat,0.54,0.41,5.42,2.97,0.62,0.86,1.7,0.19,0.0,13.25,148.8,69.0,69.0,Bantamweight Division,29.0,14,-1,5.0,0.36,3.0,0.21,6.0,0.43
74.0,Austin Bashi,0.49,0.39,1.94,2.71,0.47,0.63,8.39,1.29,0.0,11.63,145.5,66.0,70.0,Featherweight Division,23.0,13,-1,3.0,0.23,5.0,0.38,5.0,0.38
75.0,Bryan Battle,0.53,0.17,5.12,4.11,0.44,0.54,0.77,0.39,0.39,8.62,175.0,73.0,77.0,Welterweight Division,30.0,13,-2,4.0,0.31,3.0,0.23,6.0,0.46
76.0,Mario Bautista,0.47,0.33,5.33,3.91,0.54,0.67,1.92,0.89,0.15,9.23,136.0,69.0,72.0,Bantamweight Division,31.0,15,-2,3.0,0.2,6.0,0.4,6.0,0.4
78.0,Rolando Bedoya,0.49,0.0,7.29,6.38,0.53,0.33,0.0,0.0,0.0,15.0,163.6,71.0,74.0,Lightweight Division,27.0,14,-4,4.0,0.29,7.0,0.5,3.0,0.21
81.0,Diana Belbita,0.43,0.63,6.54,6.55,0.52,0.66,0.91,0.0,0.18,11.82,116.0,67.0,68.0,Women's Flyweight Division,28.0,15,-9,6.0,0.43,4.0,0.29,4.0,0.29
83.0,Rodolfo Bellato,0.62,0.3,6.28,6.31,0.46,1.0,1.06,0.35,0.35,10.67,205.0,75.0,77.5,Light Heavyweight Division,29.0,12,-2,7.0,0.58,1.0,0.08,4.0,0.33
84.0,Joseph Benavidez,0.35,0.31,3.52,2.67,0.61,0.62,1.41,0.59,0.36,11.38,125.5,64.0,65.0,Flyweight Division,40.0,28,-8,8.0,0.29,11.0,0.39,9.0,0.32
87.0,Michael Bisping,0.38,0.43,4.33,2.71,0.65,0.63,1.05,0.32,0.4,11.62,186.0,73.0,75.5,Middleweight Division,44.0,31,-9,0.0,0.0,0.0,0.0,0.0,0.0
89.0,Jan Błachowicz,0.5,0.5,3.41,2.91,0.53,0.69,1.09,0.34,0.34,13.1,205.0,74.0,78.0,Light Heavyweight Division,41.0,29,-10,9.0,0.31,11.0,0.38,9.0,0.31
91.0,Da'Mon Blackshear,0.47,0.38,4.3,4.06,0.49,0.68,2.17,1.44,0.0,8.9,135.5,70.0,72.0,Bantamweight Division,30.0,15,-7,2.0,0.13,3.0,0.2,10.0,0.67
92.0,Erin Blanchfield,0.44,0.32,5.24,4.21,0.59,0.8,1.86,0.8,0.0,14.12,125.5,64.0,66.0,Women's Flyweight Division,25.0,13,-2,2.0,0.15,7.0,0.54,4.0,0.31
93.0,Curtis Blaydes,0.5,0.53,3.54,1.91,0.59,0.32,5.69,0.0,0.18,8.6,256.0,76.0,80.0,Heavyweight Division,34.0,18,-5,13.0,0.72,5.0,0.28,0.0,0.0
94.0,Tereza Bleda,0.53,0.28,3.02,1.86,0.47,0.83,1.81,0.72,0.36,13.82,125.0,69.0,71.0,Women's Flyweight Division,21.0,7,-1,2.0,0.29,3.0,0.43,2.0,0.29
96.0,Tim Boetsch,0.51,0.34,2.93,2.9,0.57,0.59,1.45,0.76,0.48,9.03,185.0,72.0,74.0,Middleweight Division,42.0,21,-13,13.0,0.62,5.0,0.24,3.0,0.14
97.0,Mandy Böhm,0.45,0.18,2.51,3.24,0.6,0.75,0.72,0.72,0.0,13.97,126.0,67.0,71.0,Women's Flyweight Division,33.0,8,-2,2.0,0.29,3.0,0.43,2.0,0.29
98.0,Gaston Bolanos,0.51,1.0,3.74,2.57,0.52,0.43,0.78,0.0,0.0,12.83,135.5,67.0,69.0,Bantamweight Division,32.0,8,-4,6.0,0.75,2.0,0.25,0.0,0.0
99.0,Denys Bondar,0.51,0.58,4.59,5.16,0.57,0.63,3.99,0.0,0.0,8.78,136.7,66.0,69.0,Flyweight Division,31.0,14,-5,4.0,0.29,1.0,0.07,9.0,0.64
100.0,Ismael Bonfim,0.55,0.33,5.73,3.1,0.71,0.77,0.96,0.0,0.64,9.42,156.0,68.0,71.5,Lightweight Division,29.0,20,-5,9.0,0.45,7.0,0.35,4.0,0.2
101.0,Kevin Borjas,0.4,0.0,4.92,6.7,0.49,0.61,0.0,0.0,0.0,12.2,141.1,65.0,68.0,Flyweight Division,26.0,9,-3,8.0,0.89,1.0,0.11,0.0,0.0
102.0,Caio Borralho,0.6,0.6,3.61,2.34,0.63,0.77,1.56,0.52,0.52,12.85,186.0,73.5,75.0,Middleweight Division,32.0,17,-1,5.0,0.29,8.0,0.47,4.0,0.24
104.0,Viacheslav Borshchev,0.54,0.0,5.25,4.77,0.57,0.43,0.0,0.15,0.75,11.1,156.0,71.0,69.0,Lightweight Division,33.0,8,-5,6.0,0.75,2.0,0.25,0.0,0.0
107.0,Sean Brady,0.55,0.52,4.09,3.18,0.6,0.86,3.49,0.94,0.13,13.97,171.0,70.0,72.0,Welterweight Division,32.0,17,-1,3.0,0.18,9.0,0.53,5.0,0.29
108.0,Ramiz Brahimaj,0.45,0.36,2.26,4.04,0.44,0.44,1.51,1.51,0.3,8.27,170.2,70.0,72.0,Welterweight Division,32.0,11,-5,1.0,0.09,0.0,0.0,10.0,0.91
109.0,Bruna Brasil,0.59,0.67,2.77,4.14,0.48,0.54,1.55,0.0,0.19,12.88,125.5,66.0,65.5,Women's Flyweight Division,31.0,10,-5,3.0,0.3,5.0,0.5,2.0,0.2
110.0,Elves Brener,0.48,0.24,3.99,5.3,0.48,0.76,1.23,0.0,0.49,12.18,167.0,70.0,72.5,Lightweight Division,26.0,16,-5,3.0,0.19,2.0,0.13,11.0,0.69
113.0,Joanderson Brito,0.5,0.68,3.02,2.7,0.45,0.73,3.08,0.95,0.24,7.92,167.5,68.0,72.0,Featherweight Division,29.0,17,-4,8.0,0.47,2.0,0.12,7.0,0.41
114.0,Randy Brown,0.47,0.39,4.35,3.24,0.54,0.73,0.81,0.59,0.37,10.68,171.0,75.0,78.0,Welterweight Division,34.0,19,-6,7.0,0.37,7.0,0.37,5.0,0.26
115.0,Matt Brown,0.55,0.47,3.76,2.92,0.55,0.64,1.68,1.3,0.6,9.22,170.0,72.0,75.0,Welterweight Division,42.0,26,-19,17.0,0.65,2.0,0.08,7.0,0.27
116.0,Travis Browne,0.41,0.69,2.93,4.31,0.43,0.75,1.21,0.22,0.66,8.03,247.5,78.5,79.0,Heavyweight Division,40.0,18,-7,0.0,0.0,0.0,0.0,0.0,0.0
117.0,Cody Brundage,0.54,0.5,1.62,2.63,0.41,0.69,2.31,0.92,0.46,5.9,202.0,72.0,72.0,Middleweight Division,30.0,10,-6,5.0,0.5,2.0,0.2,3.0,0.3
119.0,Lukasz Brzeski,0.5,0.33,5.02,3.68,0.55,0.37,0.43,0.43,0.0,10.02,234.0,75.0,78.0,Heavyweight Division,32.0,9,-6,6.0,0.67,2.0,0.22,1.0,0.11
120.0,Joaquin Buckley,0.37,0.45,4.22,3.13,0.59,0.74,1.78,0.09,0.84,10.65,171.0,70.0,76.0,Welterweight Division,30.0,21,-6,15.0,0.71,6.0,0.29,0.0,0.0
121.0,Martin Buday,0.54,0.25,4.84,5.54,0.52,1.0,0.21,0.21,0.42,10.23,275.0,76.0,77.0,Heavyweight Division,32.0,14,-2,7.0,0.5,5.0,0.36,2.0,0.14
122.0,Dylan Budka,0.38,0.38,1.06,1.8,0.43,0.77,1.93,0.39,0.0,9.7,186.0,72.0,75.0,Middleweight Division,25.0,7,-5,1.0,0.14,4.0,0.57,2.0,0.29
123.0,Modestas Bukauskas,0.42,0.67,3.21,4.11,0.5,0.71,0.38,0.19,0.0,9.85,212.6,75.0,76.0,Light Heavyweight Division,31.0,16,-6,9.0,0.56,4.0,0.25,3.0,0.19
127.0,Gilbert Burns,0.49,0.38,3.17,3.57,0.53,0.54,2.1,0.46,0.2,12.73,171.0,70.0,71.0,Welterweight Division,38.0,22,-8,6.0,0.27,7.0,0.32,9.0,0.41
128.0,JP Buys,0.4,0.25,1.88,3.02,0.4,0.25,1.55,2.32,0.0,6.47,136.0,65.0,67.0,Bantamweight Division,27.0,9,-6,3.0,0.33,1.0,0.11,5.0,0.56
129.0,Dennis Buzukja,0.43,0.27,4.21,4.82,0.49,0.75,0.63,0.21,0.42,11.87,155.5,69.0,70.5,Featherweight Division,26.0,12,-5,5.0,0.42,6.0,0.5,1.0,0.08
130.0,Priscila Cachoeira,0.44,0.33,3.76,7.03,0.43,0.65,0.15,0.0,0.31,9.75,133.5,67.0,65.0,Women's Bantamweight Division,36.0,12,-6,7.0,0.58,5.0,0.42,0.0,0.0
133.0,Cynthia Calvillo,0.38,0.44,4.41,4.12,0.64,0.78,1.8,0.81,0.0,12.83,127.6,64.0,64.0,Women's Strawweight Division,36.0,9,-6,2.0,0.22,4.0,0.44,3.0,0.33
134.0,Charlie Campbell,0.54,0.4,5.55,3.73,0.55,0.71,2.95,0.0,0.74,6.78,170.0,72.0,72.5,Lightweight Division,28.0,9,-2,6.0,0.67,3.0,0.33,0.0,0.0
135.0,Aleksa Camur,0.57,0.22,4.73,4.26,0.54,0.5,0.46,0.0,0.23,13.17,204.5,73.0,74.0,Light Heavyweight Division,27.0,6,-3,5.0,0.83,1.0,0.17,0.0,0.0
136.0,Carlos Candelario,0.47,0.36,3.97,5.17,0.44,0.54,2.28,0.28,0.0,13.17,128.5,68.0,68.0,Flyweight Division,32.0,8,-3,2.0,0.25,3.0,0.38,3.0,0.38
137.0,Jared Cannonier,0.5,0.44,4.6,4.49,0.57,0.64,0.46,0.0,0.4,13.85,185.5,71.0,77.5,Middleweight Division,40.0,18,-8,11.0,0.61,5.0,0.28,2.0,0.11
138.0,Ariane Carnelossi,0.4,0.56,2.87,4.74,0.45,0.14,1.37,0.27,0.0,10.92,115.5,62.0,61.5,Women's Strawweight Division,31.0,15,-3,9.0,0.64,3.0,0.21,2.0,0.14
139.0,Luana Carolina,0.51,0.38,4.81,3.54,0.51,0.74,0.34,0.56,0.11,13.32,136.2,66.0,69.0,Women's Flyweight Division,31.0,11,-4,3.0,0.27,7.0,0.64,1.0,0.09
140.0,Clayton Carpenter,0.55,0.46,3.91,2.75,0.55,0.43,2.23,1.48,0.0,10.1,125.5,66.0,66.0,Flyweight Division,28.0,8,-1,2.0,0.25,2.0,0.25,4.0,0.5
142.0,Cortney Casey,0.39,0.31,4.29,4.0,0.55,0.4,0.39,0.47,0.0,12.68,126.0,67.0,67.0,Women's Flyweight Division,36.0,10,-10,3.0,0.21,7.0,0.5,4.0,0.29
143.0,Jacqueline Cavalcanti,0.46,0.0,5.73,3.32,0.7,0.85,0.0,0.0,0.0,15.0,134.5,68.0,70.0,Women's Bantamweight Division,27.0,9,-1,3.0,0.33,6.0,0.67,0.0,0.0
144.0,Henry Cejudo,0.47,0.32,3.77,3.29,0.6,0.76,1.99,0.16,0.4,13.47,148.0,64.0,64.0,Bantamweight Division,38.0,16,-4,8.0,0.5,8.0,0.5,0.0,0.0
146.0,Katlyn Cerminara,0.35,0.16,4.58,4.48,0.62,0.5,0.31,0.31,0.06,14.17,125.0,69.0,68.0,Women's Flyweight Division,36.0,18,-6,2.0,0.11,15.0,0.83,1.0,0.06
148.0,Donald Cerrone,0.47,0.33,4.41,4.48,0.53,0.74,1.16,1.16,0.81,9.67,170.5,73.0,73.0,Welterweight Division,40.0,36,-17,10.0,0.28,9.0,0.25,17.0,0.47
149.0,Edgar Chairez,0.45,0.0,3.45,5.21,0.42,0.33,0.0,1.47,0.29,10.22,140.7,67.0,71.0,Flyweight Division,28.0,11,-6,4.0,0.36,0.0,0.0,7.0,0.64
150.0,Chelsea Chandler,0.45,0.6,3.53,4.06,0.42,0.33,0.91,0.0,0.0,12.32,141.0,68.5,68.0,Women's Bantamweight Division,34.0,6,-3,2.0,0.33,3.0,0.5,1.0,0.17
151.0,Michael Chandler,0.5,0.37,4.49,4.3,0.43,0.63,1.59,0.64,0.48,9.3,155.6,68.0,71.5,Lightweight Division,38.0,23,-9,11.0,0.48,5.0,0.22,7.0,0.3
152.0,Morgan Charriere,0.52,0.57,3.87,3.74,0.58,0.83,2.47,0.62,1.23,8.1,160.7,68.0,69.0,Featherweight Division,28.0,20,-10,12.0,0.6,5.0,0.25,3.0,0.15
153.0,Macy Chiasson,0.46,0.39,3.77,2.79,0.44,0.7,2.37,0.42,0.28,9.78,135.5,71.0,72.0,Women's Bantamweight Division,33.0,11,-3,3.0,0.3,4.0,0.4,3.0,0.3
154.0,Michael Chiesa,0.4,0.49,1.81,1.66,0.55,0.62,3.3,1.05,0.08,9.33,170.5,73.0,75.5,Welterweight Division,37.0,20,-7,0.0,0.0,7.0,0.35,13.0,0.65
155.0,Giga Chikadze,0.42,0.33,3.92,3.5,0.61,0.7,0.21,0.21,0.62,13.25,146.0,72.0,74.0,Featherweight Division,36.0,15,-4,9.0,0.6,5.0,0.33,1.0,0.07
156.0,Dooho Choi,0.56,0.54,4.67,4.02,0.56,0.48,1.43,0.61,0.81,8.18,146.0,70.0,70.0,Featherweight Division,33.0,16,-4,13.0,0.81,2.0,0.13,1.0,0.06
158.0,SeungGuk Choi,0.43,0.28,2.69,2.69,0.66,0.74,1.02,0.0,0.21,14.63,131.3,66.0,64.0,Flyweight Division,26.0,7,-3,2.0,0.33,4.0,0.67,0.0,0.0
160.0,Hannah Cifers,0.45,1.0,4.99,5.39,0.53,0.65,0.26,0.26,0.51,8.33,117.0,61.0,62.0,Women's Strawweight Division,30.0,10,-7,5.0,0.5,5.0,0.5,0.0,0.0
161.0,Devin Clark,0.54,0.33,3.03,3.24,0.44,0.59,2.17,0.08,0.23,11.4,221.0,72.0,75.0,Light Heavyweight Division,33.0,14,-9,4.0,0.31,8.0,0.62,1.0,0.08
162.0,Mitch Clarke,0.34,0.15,2.35,3.27,0.48,0.5,0.64,0.43,0.0,10.08,155.5,70.0,73.0,Lightweight Division,37.0,11,-5,1.0,0.09,3.0,0.27,7.0,0.64
165.0,Jake Collier,0.44,0.33,5.8,5.08,0.51,0.68,0.71,0.61,0.3,10.6,265.5,75.0,78.5,Heavyweight Division,34.0,13,-10,5.0,0.38,4.0,0.31,4.0,0.31
166.0,Carlos Condit,0.39,0.46,3.66,2.67,0.55,0.39,0.59,0.99,0.39,12.17,171.0,74.0,75.5,Welterweight Division,39.0,32,-14,15.0,0.47,4.0,0.13,13.0,0.41
167.0,Wang Cong,0.52,0.75,6.38,1.86,0.62,1.0,1.61,1.07,0.54,6.98,125.0,66.0,65.5,Women's Flyweight Division,32.0,7,-1,2.0,0.29,3.0,0.43,2.0,0.29
170.0,Daniel Cormier,0.53,0.45,4.25,2.92,0.55,0.8,1.83,0.42,0.26,12.45,236.0,71.0,72.5,Heavyweight Division,44.0,22,-3,10.0,0.45,7.0,0.32,5.0,0.23
171.0,Nora Cornolle,0.54,0.11,3.41,2.18,0.62,0.5,0.39,0.0,0.39,12.7,136.0,67.0,67.0,Women's Bantamweight Division,35.0,8,-2,6.0,0.75,1.0,0.13,1.0,0.13
172.0,Waldo Cortes Acosta,0.48,0.6,5.64,3.6,0.53,0.6,0.55,0.18,0.37,11.67,262.0,76.0,70.0,Heavyweight Division,33.0,12,-1,5.0,0.45,5.0,0.45,1.0,0.09
173.0,Tracy Cortez,0.48,0.46,3.72,3.02,0.57,0.62,2.09,0.26,0.0,16.43,126.0,65.0,65.5,Women's Flyweight Division,31.0,11,-2,1.0,0.09,9.0,0.82,1.0,0.09
174.0,Reyes Cortez,0.45,0.11,4.1,7.43,0.53,1.0,1.5,0.0,0.0,15.0,135.5,67.0,68.0,Bantamweight Division,31.0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0
175.0,Paulo Costa,0.58,0.75,6.22,6.56,0.49,0.8,0.36,0.0,0.48,12.53,185.0,73.0,72.0,Middleweight Division,33.0,14,-4,11.0,0.85,1.0,0.08,1.0,0.08
176.0,Alessandro Costa,0.48,0.13,4.14,3.5,0.58,0.91,0.27,0.0,0.82,10.97,140.0,64.0,67.0,Flyweight Division,28.0,14,-4,4.0,0.33,2.0,0.17,6.0,0.5
177.0,Melquizael Costa,0.46,0.35,3.46,2.29,0.58,0.53,2.5,1.07,0.0,10.48,166.7,70.0,71.0,Featherweight Division,28.0,21,-7,7.0,0.33,7.0,0.33,7.0,0.33
179.0,Patrick Cote,0.48,0.21,2.81,3.21,0.49,0.44,0.68,0.25,0.56,10.13,170.0,71.0,71.0,Welterweight Division,43.0,24,-11,0.0,0.0,0.0,0.0,0.0,0.0
181.0,Randy Couture,0.58,0.47,2.85,1.53,0.59,0.58,2.78,0.48,0.06,12.42,204.0,74.0,75.0,Light Heavyweight Division,59.0,19,-11,0.0,0.0,0.0,0.0,0.0,0.0
182.0,Colby Covington,0.38,0.43,3.81,3.09,0.55,0.69,3.64,0.16,0.05,16.95,171.0,71.0,72.0,Welterweight Division,36.0,17,-5,4.0,0.24,9.0,0.53,4.0,0.24
183.0,Paul Craig,0.45,0.21,2.52,3.03,0.43,0.38,1.52,1.42,0.09,8.33,186.0,75.5,76.0,Middleweight Division,37.0,17,-9,4.0,0.24,0.0,0.0,13.0,0.76
